frame.number|frame.time|frame.time_relative|frame.len|ip.version|ip.proto|ip.src|ip.dst|ip.flags|ip.frag_offset|ip.ttl|ip.len|ip.fragment.error|tcp.stream|tcp.time_relative|tcp.time_delta|tcp.srcport|tcp.dstport|tcp.len|tcp.hdr_len|tcp.pdu.size|tcp.window_size|tcp.flags|tcp.flags.fin|tcp.flags.ack|tcp.flags.syn|tcp.analysis.retransmission|tcp.analysis.rto|tcp.analysis.ack_rtt|tcp.analysis.initial_rtt|tcp.analysis.bytes_in_flight|tcp.analysis.duplicate_ack|tcp.analysis.fast_retransmission|tcp.analysis.flags|tcp.analysis.keep_alive|tcp.analysis.keep_alive_ack|tcp.analysis.lost_segment|tcp.analysis.out_of_order|tcp.analysis.reused_ports|tcp.analysis.rto_frame|tcp.analysis.spurious_retransmission|tcp.analysis.tfo_syn|tcp.analysis.window_full|tcp.analysis.window_update|tcp.analysis.zero_window|tcp.analysis.zero_window_probe|tcp.analysis.zero_window_probe_ack|tcp.options.wscale.multiplier|tcp.segment.error|tls.record.content_type|tls.handshake.type|tls.alert_message|tls.handshake.cert_type.type|tls.handshake.extensions_server_name|tls.handshake.extensions_alpn_str|tls.resumed|tls.handshake.ciphersuite|tls.segment.error|tls.alert_message|tls.alert_message.desc|tls.alert_message.level|x509ce.dNSName|http.response.code|http.location|http.request.full_uri|http.request.method|http.request.uri|http.time|http.content_length|http.referer|_ws.expert.severity|udp.stream|udp.dstport|udp.srcport|udp.length.bad|udp.length.bad_zero|udp.possible_traceroute|udp.checksum.bad|dns.flags|dns.flags.rcode|dns.flags.response|dns.time|dns.count.queries|dns.qry.name|dns.resp.ttl
21|Dec 22, 2019 16:11:38.733500000 GMT|0.260186000|88|6|||||||||0|0.260186000|0.000134000|39536|443|0|32||89088|0x00000010|0|1|0|||0.000134000|0.148485000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
23|Dec 22, 2019 16:11:38.740974000 GMT|0.267660000|181|6|||||||||0|0.267660000|0.007474000|39536|443|93|32||89088|0x00000018|0|1|0||||0.148485000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
26|Dec 22, 2019 16:11:38.849824000 GMT|0.376510000|362|6|||||||||0|0.376510000|0.108850000|443|39536|274|32||30080|0x00000018|0|1|0|||0.108850000|0.148485000|274|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
27|Dec 22, 2019 16:11:38.850137000 GMT|0.376823000|580|6|||||||||0|0.376823000|0.000313000|39536|443|492|32||92160|0x00000018|0|1|0|||0.000313000|0.148485000|492|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
30|Dec 22, 2019 16:11:38.983778000 GMT|0.510464000|487|6|||||||||0|0.510464000|0.133641000|443|39536|399|32||31104|0x00000018|0|1|0|||0.133641000|0.148485000|399|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
31|Dec 22, 2019 16:11:39.023268000 GMT|0.549954000|88|6|||||||||0|0.549954000|0.039490000|39536|443|0|32||94720|0x00000010|0|1|0|||0.039490000|0.148485000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
34|Dec 22, 2019 16:11:39.141768000 GMT|0.668454000|137|6|||||||||0|0.668454000|0.118500000|443|39536|49|32||31104|0x00000018|0|1|0||||0.148485000|49|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
35|Dec 22, 2019 16:11:39.142100000 GMT|0.668786000|88|6|||||||||0|0.668786000|0.000332000|39536|443|0|32||94720|0x00000010|0|1|0|||0.000332000|0.148485000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
37|Dec 22, 2019 16:11:39.306639000 GMT|0.833325000|124|6|||||||||1|0.000000000|0.000000000|39393|443|36|32||163|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
39|Dec 22, 2019 16:11:39.307301000 GMT|0.833987000|124|6|||||||||1|0.000662000|0.000662000|39393|443|36|32||163|0x00000018|0|1|0|||||72|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
41|Dec 22, 2019 16:11:39.307705000 GMT|0.834391000|125|6|||||||||1|0.001066000|0.000404000|39393|443|37|32||163|0x00000018|0|1|0|||||109|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
43|Dec 22, 2019 16:11:39.307988000 GMT|0.834674000|155|6|||||||||1|0.001349000|0.000283000|39393|443|67|32||163|0x00000018|0|1|0|||||176|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
45|Dec 22, 2019 16:11:39.308256000 GMT|0.834942000|126|6|||||||||1|0.001617000|0.000268000|39393|443|38|32||163|0x00000018|0|1|0|||||214|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
48|Dec 22, 2019 16:11:39.424497000 GMT|0.951183000|88|6|||||||||1|0.117858000|0.116241000|443|39393|0|32||503|0x00000010|0|1|0|||0.117858000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
50|Dec 22, 2019 16:11:39.424696000 GMT|0.951382000|88|6|||||||||1|0.118057000|0.000199000|443|39393|0|32||503|0x00000010|0|1|0|||0.117395000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
52|Dec 22, 2019 16:11:39.424786000 GMT|0.951472000|88|6|||||||||1|0.118147000|0.000090000|443|39393|0|32||503|0x00000010|0|1|0|||0.117081000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
54|Dec 22, 2019 16:11:39.432488000 GMT|0.959174000|88|6|||||||||1|0.125849000|0.007702000|443|39393|0|32||503|0x00000010|0|1|0|||0.124500000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
56|Dec 22, 2019 16:11:39.432609000 GMT|0.959295000|88|6|||||||||1|0.125970000|0.000121000|443|39393|0|32||503|0x00000010|0|1|0|||0.124353000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
57|Dec 22, 2019 16:11:49.307739000 GMT|10.834425000|124|6|||||||||1|10.001100000|9.875130000|39393|443|36|32||163|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
59|Dec 22, 2019 16:11:49.309370000 GMT|10.836056000|266|6|||||||||1|10.002731000|0.001631000|39393|443|178|32||163|0x00000018|0|1|0|||||214|||||||||||||||||||23,23,23,23|||||||||||||||||||||||||||||||||||
62|Dec 22, 2019 16:11:49.320381000 GMT|10.847067000|1136|6|||||||||2|0.000000000|0.000000000|5228|43841|1048|32||256|0x00000018|0|1|0|||||1048|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
63|Dec 22, 2019 16:11:49.320713000 GMT|10.847399000|88|6|||||||||2|0.000332000|0.000332000|43841|5228|0|32||356|0x00000010|0|1|0|||0.000332000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
66|Dec 22, 2019 16:11:49.320817000 GMT|10.847503000|114|6|||||||||2|0.000436000|0.000104000|5228|43841|26|32||256|0x00000018|0|1|0|||||26|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
67|Dec 22, 2019 16:11:49.320947000 GMT|10.847633000|88|6|||||||||2|0.000566000|0.000130000|43841|5228|0|32||356|0x00000010|0|1|0|||0.000130000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
69|Dec 22, 2019 16:11:49.375221000 GMT|10.901907000|126|6|||||||||2|0.054840000|0.054274000|43841|5228|38|32||356|0x00000018|0|1|0|||||38|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
72|Dec 22, 2019 16:11:49.434075000 GMT|10.960761000|88|6|||||||||1|10.127436000|0.124705000|443|39393|0|32||503|0x00000010|0|1|0|||0.126336000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
74|Dec 22, 2019 16:11:49.434338000 GMT|10.961024000|88|6|||||||||1|10.127699000|0.000263000|443|39393|0|32||512|0x00000010|0|1|0|||0.124968000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
76|Dec 22, 2019 16:11:49.490107000 GMT|11.016793000|88|6|||||||||2|0.169726000|0.114886000|5228|43841|0|32||256|0x00000010|0|1|0|||0.114886000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
77|Dec 22, 2019 16:11:50.435603000 GMT|11.962289000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|53|37871|||||0x00000100||0||1|graph.facebook.com|
79|Dec 22, 2019 16:11:50.438131000 GMT|11.964817000|102|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|53|41946|||||0x00000100||0||1|slike.indiatimes.com|
81|Dec 22, 2019 16:11:50.440658000 GMT|11.967344000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|53|41159|||||0x00000100||0||1|graph.facebook.com|
84|Dec 22, 2019 16:11:50.490423000 GMT|12.017109000|170|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|37871|53|||||0x00008180|0|1|0.054820000|1|graph.facebook.com|3147,3147,37
85|Dec 22, 2019 16:11:50.491413000 GMT|12.018099000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3|53|38517|||||0x00000100||0||1|graph.facebook.com|
87|Dec 22, 2019 16:11:50.493751000 GMT|12.020437000|98|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||4|53|47463|||||0x00000100||0||1|ase.clmbtech.com|
90|Dec 22, 2019 16:11:50.494404000 GMT|12.021090000|299|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|41946|53|||||0x00008180|0|1|0.056273000|1|slike.indiatimes.com|480,14224,12,12,12,12
92|Dec 22, 2019 16:11:50.494598000 GMT|12.021284000|170|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|41159|53|||||0x00008180|0|1|0.053940000|1|graph.facebook.com|3147,3147,37
93|Dec 22, 2019 16:11:50.494995000 GMT|12.021681000|102|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||5|53|48323|||||0x00000100||0||1|slike.indiatimes.com|
95|Dec 22, 2019 16:11:50.495064000 GMT|12.021750000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||6|53|39592|||||0x00000100||0||1|graph.facebook.com|
98|Dec 22, 2019 16:11:50.527454000 GMT|12.054140000|158|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3|38517|53|||||0x00008180|0|1|0.036041000|1|graph.facebook.com|3147,3147,37
100|Dec 22, 2019 16:11:50.527634000 GMT|12.054320000|290|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||4|47463|53|||||0x00008180|0|1|0.033883000|1|ase.clmbtech.com|993,13939,20,20,20,20
101|Dec 22, 2019 16:11:50.529503000 GMT|12.056189000|98|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||7|53|39038|||||0x00000100||0||1|ase.clmbtech.com|
104|Dec 22, 2019 16:11:50.533599000 GMT|12.060285000|203|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||5|48323|53|||||0x00008180|0|1|0.038604000|1|slike.indiatimes.com|480,14224,20
106|Dec 22, 2019 16:11:50.533778000 GMT|12.060464000|158|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||6|39592|53|||||0x00008180|0|1|0.038714000|1|graph.facebook.com|3147,3147,37
107|Dec 22, 2019 16:11:50.552789000 GMT|12.079475000|96|6|||||||||3|0.000000000|0.000000000|39617|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
109|Dec 22, 2019 16:11:50.553063000 GMT|12.079749000|96|6|||||||||4|0.000000000|0.000000000|39618|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
111|Dec 22, 2019 16:11:50.561079000 GMT|12.087765000|96|6|||||||||5|0.000000000|0.000000000|40782|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
114|Dec 22, 2019 16:11:50.615572000 GMT|12.142258000|96|6|||||||||3|0.062783000|0.062783000|443|39617|0|40||27760|0x00000012|0|1|1|||0.062783000|||||||||||||||||||256|||||||||||||||||||||||2097152||||||||||||||
115|Dec 22, 2019 16:11:50.615900000 GMT|12.142586000|88|6|||||||||3|0.063111000|0.000328000|39617|443|0|32||81408|0x00000010|0|1|0|||0.000328000|0.063111000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
118|Dec 22, 2019 16:11:50.619437000 GMT|12.146123000|96|6|||||||||4|0.066374000|0.066374000|443|39618|0|40||27760|0x00000012|0|1|1|||0.066374000|||||||||||||||||||256|||||||||||||||||||||||2097152||||||||||||||
119|Dec 22, 2019 16:11:50.619765000 GMT|12.146451000|88|6|||||||||4|0.066702000|0.000328000|39618|443|0|32||81408|0x00000010|0|1|0|||0.000328000|0.066702000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
121|Dec 22, 2019 16:11:50.627312000 GMT|12.153998000|97|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||8|53|37322|||||0x00000100||0||1|t.appsflyer.com|
123|Dec 22, 2019 16:11:50.627623000 GMT|12.154309000|268|6|||||||||4|0.074560000|0.007858000|39618|443|180|32||81408|0x00000018|0|1|0||||0.066702000|180|||||||||||||||||||22|1|||graph.facebook.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
125|Dec 22, 2019 16:11:50.627659000 GMT|12.154345000|268|6|||||||||3|0.074870000|0.011759000|39617|443|180|32||81408|0x00000018|0|1|0||||0.063111000|180|||||||||||||||||||22|1|||graph.facebook.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
128|Dec 22, 2019 16:11:50.634374000 GMT|12.161060000|96|6|||||||||5|0.073295000|0.073295000|443|40782|0|40||28560|0x00000012|0|1|1|||0.073295000|||||||||||||||||||128|||||||||||||||||||||||2097152||||||||||||||
129|Dec 22, 2019 16:11:50.634701000 GMT|12.161387000|88|6|||||||||5|0.073622000|0.000327000|40782|443|0|32||81408|0x00000010|0|1|0|||0.000327000|0.073622000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
131|Dec 22, 2019 16:11:50.637085000 GMT|12.163771000|270|6|||||||||5|0.076006000|0.002384000|40782|443|182|32||81408|0x00000018|0|1|0||||0.073622000|182|||||||||||||||||||22|1|||slike.indiatimes.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
134|Dec 22, 2019 16:11:50.642896000 GMT|12.169582000|194|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||7|39038|53|||||0x00008180|0|1|0.113393000|1|ase.clmbtech.com|992,13938,20
135|Dec 22, 2019 16:11:50.647384000 GMT|12.174070000|96|6|||||||||6|0.000000000|0.000000000|38085|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
138|Dec 22, 2019 16:11:50.649509000 GMT|12.176195000|524|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||8|37322|53|||||0x00008180|0|1|0.022197000|1|t.appsflyer.com|238,59,59,59,59,59,59,59,59,28,28,28,28
139|Dec 22, 2019 16:11:50.650217000 GMT|12.176903000|97|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||9|53|47386|||||0x00000100||0||1|t.appsflyer.com|
142|Dec 22, 2019 16:11:50.680958000 GMT|12.207644000|428|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||9|47386|53|||||0x00008180|0|1|0.030741000|1|t.appsflyer.com|238,59,59,59,59,59,59,59,59,28,28,28,28
143|Dec 22, 2019 16:11:50.685448000 GMT|12.212134000|96|6|||||||||7|0.000000000|0.000000000|37247|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
146|Dec 22, 2019 16:11:50.710654000 GMT|12.237340000|88|6|||||||||3|0.157865000|0.082995000|443|39617|0|32||28928|0x00000010|0|1|0|||0.082995000|0.063111000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
147|Dec 22, 2019 16:11:50.713293000 GMT|12.239979000|107|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||10|53|41976|||||0x00000100||0||1|middleware.timesprime.com|
150|Dec 22, 2019 16:11:50.713858000 GMT|12.240544000|1426|6|||||||||3|0.161069000|0.003204000|443|39617|1338|32||28928|0x00000010|0|1|0||||0.063111000|1338|||||||||||||||||||22|2||||http/1.1||49195||||||||||||||||||||||||||||
151|Dec 22, 2019 16:11:50.714109000 GMT|12.240795000|88|6|||||||||3|0.161320000|0.000251000|39617|443|0|32||83968|0x00000010|0|1|0|||0.000251000|0.063111000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
154|Dec 22, 2019 16:11:50.714239000 GMT|12.240925000|1426|6|||||||||3|0.161450000|0.000130000|443|39617|1338|32||28928|0x00000010|0|1|0||||0.063111000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
155|Dec 22, 2019 16:11:50.714410000 GMT|12.241096000|88|6|||||||||3|0.161621000|0.000171000|39617|443|0|32||86528|0x00000010|0|1|0|||0.000171000|0.063111000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
158|Dec 22, 2019 16:11:50.714481000 GMT|12.241167000|483|6|||||||||3|0.161692000|0.000071000|443|39617|395|32||28928|0x00000018|0|1|0||||0.063111000|395|||||||||||||||||||22,22,22|11,12,14|||||||||||*.facebook.com,*.facebook.net,*.fb.com,*.fbcdn.net,*.fbsbx.com,*.messenger.com,facebook.com,fb.com,messenger.com,*.m.facebook.com,*.xx.fbcdn.net,*.xy.fbcdn.net,*.xz.fbcdn.net|||||||||||||||||||||||
159|Dec 22, 2019 16:11:50.714612000 GMT|12.241298000|88|6|||||||||3|0.161823000|0.000131000|39617|443|0|32||89088|0x00000010|0|1|0|||0.000131000|0.063111000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
162|Dec 22, 2019 16:11:50.714665000 GMT|12.241351000|88|6|||||||||4|0.161602000|0.087042000|443|39618|0|32||28928|0x00000010|0|1|0|||0.087042000|0.066702000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
164|Dec 22, 2019 16:11:50.714736000 GMT|12.241422000|1426|6|||||||||4|0.161673000|0.000071000|443|39618|1338|32||28928|0x00000010|0|1|0||||0.066702000|1338|||||||||||||||||||22|2||||http/1.1||49195||||||||||||||||||||||||||||
165|Dec 22, 2019 16:11:50.714829000 GMT|12.241515000|88|6|||||||||4|0.161766000|0.000093000|39618|443|0|32||83968|0x00000010|0|1|0|||0.000093000|0.066702000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
168|Dec 22, 2019 16:11:50.714917000 GMT|12.241603000|1426|6|||||||||4|0.161854000|0.000088000|443|39618|1338|32||28928|0x00000010|0|1|0||||0.066702000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
169|Dec 22, 2019 16:11:50.715008000 GMT|12.241694000|88|6|||||||||4|0.161945000|0.000091000|39618|443|0|32||86528|0x00000010|0|1|0|||0.000091000|0.066702000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
171|Dec 22, 2019 16:11:50.715034000 GMT|12.241720000|482|6|||||||||4|0.161971000|0.000026000|443|39618|394|32||28928|0x00000018|0|1|0||||0.066702000|394|||||||||||||||||||22,22,22|11,12,14|||||||||||*.facebook.com,*.facebook.net,*.fb.com,*.fbcdn.net,*.fbsbx.com,*.messenger.com,facebook.com,fb.com,messenger.com,*.m.facebook.com,*.xx.fbcdn.net,*.xy.fbcdn.net,*.xz.fbcdn.net|||||||||||||||||||||||
172|Dec 22, 2019 16:11:50.715117000 GMT|12.241803000|88|6|||||||||4|0.162054000|0.000083000|39618|443|0|32||89088|0x00000010|0|1|0|||0.000083000|0.066702000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
175|Dec 22, 2019 16:11:50.734011000 GMT|12.260697000|214|6|||||||||3|0.181222000|0.019399000|39617|443|126|32||89088|0x00000018|0|1|0||||0.063111000|126|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
177|Dec 22, 2019 16:11:50.734110000 GMT|12.260796000|214|6|||||||||4|0.181047000|0.018993000|39618|443|126|32||89088|0x00000018|0|1|0||||0.066702000|126|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
180|Dec 22, 2019 16:11:50.735580000 GMT|12.262266000|88|6|||||||||5|0.174501000|0.098495000|443|40782|0|32||29696|0x00000010|0|1|0|||0.098495000|0.073622000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
182|Dec 22, 2019 16:11:50.735730000 GMT|12.262416000|1426|6|||||||||5|0.174651000|0.000150000|443|40782|1338|32||29696|0x00000010|0|1|0||||0.073622000|1338|||||||||||||||||||22|2||||http/1.1||49200||||||||||||||||||||||||||||
183|Dec 22, 2019 16:11:50.735865000 GMT|12.262551000|88|6|||||||||5|0.174786000|0.000135000|40782|443|0|32||83968|0x00000010|0|1|0|||0.000135000|0.073622000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
186|Dec 22, 2019 16:11:50.738741000 GMT|12.265427000|1426|6|||||||||5|0.177662000|0.002876000|443|40782|1338|32||29696|0x00000010|0|1|0||||0.073622000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
187|Dec 22, 2019 16:11:50.738962000 GMT|12.265648000|88|6|||||||||5|0.177883000|0.000221000|40782|443|0|32||86528|0x00000010|0|1|0|||0.000221000|0.073622000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
190|Dec 22, 2019 16:11:50.739088000 GMT|12.265774000|1426|6|||||||||5|0.178009000|0.000126000|443|40782|1338|32||29696|0x00000010|0|1|0||||0.073622000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
191|Dec 22, 2019 16:11:50.739196000 GMT|12.265882000|88|6|||||||||5|0.178117000|0.000108000|40782|443|0|32||89088|0x00000010|0|1|0|||0.000108000|0.073622000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
194|Dec 22, 2019 16:11:50.739267000 GMT|12.265953000|170|6|||||||||5|0.178188000|0.000071000|443|40782|82|32||29696|0x00000018|0|1|0||||0.073622000|82||||||||||||||||||||||||||||||||||||||||||||||||||||||
195|Dec 22, 2019 16:11:50.739356000 GMT|12.266042000|88|6|||||||||5|0.178277000|0.000089000|40782|443|0|32||89088|0x00000010|0|1|0|||0.000089000|0.073622000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
198|Dec 22, 2019 16:11:50.756712000 GMT|12.283398000|370|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||10|41976|53|||||0x00008180|0|1|0.043419000|1|middleware.timesprime.com|11,10,10,1722,1722,1722,1722
199|Dec 22, 2019 16:11:50.757293000 GMT|12.283979000|107|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||11|53|39108|||||0x00000100||0||1|middleware.timesprime.com|
201|Dec 22, 2019 16:11:50.774539000 GMT|12.301225000|107|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||12|53|48538|||||0x00000100||0||1|middleware.timesprime.com|
203|Dec 22, 2019 16:11:50.791313000 GMT|12.317999000|106|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||13|53|48148|||||0x00000100||0||1|dotmatrix.indiatimes.com|
206|Dec 22, 2019 16:11:50.799485000 GMT|12.326171000|346|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||11|39108|53|||||0x00008180|0|1|0.042192000|1|middleware.timesprime.com|11,10,10,1722,1722,1722,1722
