frame.number|frame.time|frame.time_relative|frame.len|ip.version|ip.proto|ip.src|ip.dst|ip.flags|ip.frag_offset|ip.ttl|ip.len|ip.fragment.error|tcp.stream|tcp.time_relative|tcp.time_delta|tcp.srcport|tcp.dstport|tcp.len|tcp.hdr_len|tcp.pdu.size|tcp.window_size|tcp.flags|tcp.flags.fin|tcp.flags.ack|tcp.flags.syn|tcp.analysis.retransmission|tcp.analysis.rto|tcp.analysis.ack_rtt|tcp.analysis.initial_rtt|tcp.analysis.bytes_in_flight|tcp.analysis.duplicate_ack|tcp.analysis.fast_retransmission|tcp.analysis.flags|tcp.analysis.keep_alive|tcp.analysis.keep_alive_ack|tcp.analysis.lost_segment|tcp.analysis.out_of_order|tcp.analysis.reused_ports|tcp.analysis.rto_frame|tcp.analysis.spurious_retransmission|tcp.analysis.tfo_syn|tcp.analysis.window_full|tcp.analysis.window_update|tcp.analysis.zero_window|tcp.analysis.zero_window_probe|tcp.analysis.zero_window_probe_ack|tcp.options.wscale.multiplier|tcp.segment.error|tls.record.content_type|tls.handshake.type|tls.alert_message|tls.handshake.cert_type.type|tls.handshake.extensions_server_name|tls.handshake.extensions_alpn_str|tls.resumed|tls.handshake.ciphersuite|tls.segment.error|tls.alert_message|tls.alert_message.desc|tls.alert_message.level|x509ce.dNSName|http.response.code|http.location|http.request.full_uri|http.request.method|http.request.uri|http.time|http.content_length|http.referer|_ws.expert.severity|udp.stream|udp.dstport|udp.srcport|udp.length.bad|udp.length.bad_zero|udp.possible_traceroute|udp.checksum.bad|dns.flags|dns.flags.rcode|dns.flags.response|dns.time|dns.count.queries|dns.qry.name|dns.resp.ttl
21|Dec 22, 2019 18:30:36.647069000 GMT|0.257451000|88|6|||||||||0|0.257451000|0.000113000|42627|443|0|32||89088|0x00000010|0|1|0|||0.000113000|0.133477000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
23|Dec 22, 2019 18:30:36.654072000 GMT|0.264454000|181|6|||||||||0|0.264454000|0.007003000|42627|443|93|32||89088|0x00000018|0|1|0||||0.133477000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
26|Dec 22, 2019 18:30:36.762436000 GMT|0.372818000|362|6|||||||||0|0.372818000|0.108364000|443|42627|274|32||30080|0x00000018|0|1|0|||0.108364000|0.133477000|274|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
27|Dec 22, 2019 18:30:36.762724000 GMT|0.373106000|580|6|||||||||0|0.373106000|0.000288000|42627|443|492|32||92160|0x00000018|0|1|0|||0.000288000|0.133477000|492|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
30|Dec 22, 2019 18:30:36.897566000 GMT|0.507948000|353|6|||||||||0|0.507948000|0.134842000|443|42627|265|32||31104|0x00000018|0|1|0|||0.134842000|0.133477000|265|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
31|Dec 22, 2019 18:30:36.935732000 GMT|0.546114000|88|6|||||||||0|0.546114000|0.038166000|42627|443|0|32||94720|0x00000010|0|1|0|||0.038166000|0.133477000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
34|Dec 22, 2019 18:30:37.054417000 GMT|0.664799000|308|6|||||||||0|0.664799000|0.118685000|443|42627|220|32||31104|0x00000018|0|1|0||||0.133477000|220|||||||||||||||||||23,23|||||||||||||||||||||||||||||||||||
35|Dec 22, 2019 18:30:37.054665000 GMT|0.665047000|88|6|||||||||0|0.665047000|0.000248000|42627|443|0|32||97280|0x00000010|0|1|0|||0.000248000|0.133477000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
37|Dec 22, 2019 18:30:39.308376000 GMT|2.918758000|124|6|||||||||1|0.000000000|0.000000000|40544|443|36|32||185|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
39|Dec 22, 2019 18:30:39.310966000 GMT|2.921348000|266|6|||||||||1|0.002590000|0.002590000|40544|443|178|32||185|0x00000018|0|1|0|||||214|||||||||||||||||||23,23,23,23|||||||||||||||||||||||||||||||||||
42|Dec 22, 2019 18:30:39.442092000 GMT|3.052474000|88|6|||||||||1|0.133716000|0.131126000|443|40544|0|32||1452|0x00000010|0|1|0|||0.133716000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
44|Dec 22, 2019 18:30:39.442332000 GMT|3.052714000|88|6|||||||||1|0.133956000|0.000240000|443|40544|0|32||1452|0x00000010|0|1|0|||0.131366000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
46|Dec 22, 2019 18:30:43.932257000 GMT|7.542639000|88|6|||||||||2|0.000000000|0.000000000|443|37728|0|32||2110|0x00000011|1|1|0|||||||||||||||||||||||||||||||||||||||||||||2097152||||||||||||||
48|Dec 22, 2019 18:30:43.932455000 GMT|7.542837000|88|6|||||||||3|0.000000000|0.000000000|443|37726|0|32||1260|0x00000011|1|1|0|||||||||||||||||||||||||||||||||||||||||||||2097152||||||||||||||
49|Dec 22, 2019 18:30:43.972384000 GMT|7.582766000|88|6|||||||||2|0.040127000|0.040127000|37728|443|0|32||1022|0x00000010|0|1|0|||0.040127000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
51|Dec 22, 2019 18:30:43.972524000 GMT|7.582906000|88|6|||||||||3|0.040069000|0.040069000|37726|443|0|32||798|0x00000010|0|1|0|||0.040069000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
53|Dec 22, 2019 18:30:48.128017000 GMT|11.738399000|102|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|53|37319|||||0x00000100||0||1|slike.indiatimes.com|
56|Dec 22, 2019 18:30:48.174676000 GMT|11.785058000|299|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|37319|53|||||0x00008180|0|1|0.046659000|1|slike.indiatimes.com|579,5886,7,7,7,7
57|Dec 22, 2019 18:30:48.175325000 GMT|11.785707000|102|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|53|42866|||||0x00000100||0||1|slike.indiatimes.com|
60|Dec 22, 2019 18:30:48.215664000 GMT|11.826046000|203|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|42866|53|||||0x00008180|0|1|0.040339000|1|slike.indiatimes.com|579,5886,4
61|Dec 22, 2019 18:30:48.259602000 GMT|11.869984000|96|6|||||||||4|0.000000000|0.000000000|47724|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
64|Dec 22, 2019 18:30:48.330689000 GMT|11.941071000|96|6|||||||||4|0.071087000|0.071087000|443|47724|0|40||28560|0x00000012|0|1|1|||0.071087000|||||||||||||||||||128|||||||||||||||||||||||2097152||||||||||||||
65|Dec 22, 2019 18:30:48.330972000 GMT|11.941354000|88|6|||||||||4|0.071370000|0.000283000|47724|443|0|32||81408|0x00000010|0|1|0|||0.000283000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
67|Dec 22, 2019 18:30:48.334706000 GMT|11.945088000|270|6|||||||||4|0.075104000|0.003734000|47724|443|182|32||81408|0x00000018|0|1|0||||0.071370000|182|||||||||||||||||||22|1|||slike.indiatimes.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
70|Dec 22, 2019 18:30:48.409630000 GMT|12.020012000|88|6|||||||||4|0.150028000|0.074924000|443|47724|0|32||29696|0x00000010|0|1|0|||0.074924000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
72|Dec 22, 2019 18:30:48.412972000 GMT|12.023354000|1426|6|||||||||4|0.153370000|0.003342000|443|47724|1338|32||29696|0x00000010|0|1|0||||0.071370000|1338|||||||||||||||||||22|2||||http/1.1||49200||||||||||||||||||||||||||||
73|Dec 22, 2019 18:30:48.413179000 GMT|12.023561000|88|6|||||||||4|0.153577000|0.000207000|47724|443|0|32||83968|0x00000010|0|1|0|||0.000207000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
76|Dec 22, 2019 18:30:48.413275000 GMT|12.023657000|1426|6|||||||||4|0.153673000|0.000096000|443|47724|1338|32||29696|0x00000010|0|1|0||||0.071370000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
77|Dec 22, 2019 18:30:48.413376000 GMT|12.023758000|88|6|||||||||4|0.153774000|0.000101000|47724|443|0|32||86528|0x00000010|0|1|0|||0.000101000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
80|Dec 22, 2019 18:30:48.413421000 GMT|12.023803000|1426|6|||||||||4|0.153819000|0.000045000|443|47724|1338|32||29696|0x00000010|0|1|0||||0.071370000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
81|Dec 22, 2019 18:30:48.413504000 GMT|12.023886000|88|6|||||||||4|0.153902000|0.000083000|47724|443|0|32||89088|0x00000010|0|1|0|||0.000083000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
84|Dec 22, 2019 18:30:48.413544000 GMT|12.023926000|170|6|||||||||4|0.153942000|0.000040000|443|47724|82|32||29696|0x00000018|0|1|0||||0.071370000|82||||||||||||||||||||||||||||||||||||||||||||||||||||||
85|Dec 22, 2019 18:30:48.413619000 GMT|12.024001000|88|6|||||||||4|0.154017000|0.000075000|47724|443|0|32||89088|0x00000010|0|1|0|||0.000075000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
87|Dec 22, 2019 18:30:48.481816000 GMT|12.092198000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|53|47149|||||0x00000100||0||1|graph.facebook.com|
89|Dec 22, 2019 18:30:48.481894000 GMT|12.092276000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3|53|44510|||||0x00000100||0||1|graph.facebook.com|
92|Dec 22, 2019 18:30:48.482256000 GMT|12.092638000|1426|6|||||||||4|0.222654000|0.068637000|443|47724|1338|32||29696|0x00000010|0|1|0||||0.071370000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
93|Dec 22, 2019 18:30:48.482484000 GMT|12.092866000|88|6|||||||||4|0.222882000|0.000228000|47724|443|0|32||92160|0x00000010|0|1|0|||0.000228000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
96|Dec 22, 2019 18:30:48.486398000 GMT|12.096780000|1049|6|||||||||4|0.226796000|0.003914000|443|47724|961|32||29696|0x00000018|0|1|0||||0.071370000|961|||||||||||||||||||22,22,22,22|11,22,12,14|||||||||||mmnotification.indiatimes.com,m.navgujaratsamay.com,js.etb2bimg.com,auto.economictimes.indiatimes.com,apiv2.gaanacdn.com,www.ahmedabadmirror.com,etportfolio.indiatimes.com,health.economictimes.indiatimes.com,api.gaanacdn.com,mfapps.economictimes.indiatimes.com,css.etb2bimg.com,post.magicbricks.com,tmsymnotifications.indiatimes.com,vknotifications.indiatimes.com,slike.indiatimes.com,tech.economictimes.indiatimes.com,www.bombaytimes.com,mediaresources.idiva.com,apiv4.gaana.com,ll.gaanacdn.com,gnnotifications.gadgetsnow.com,static.economictimes.indiatimes.com,www.punemirror.in,m.photos.timesofindia.com,mbfeeds.magicbricks.com,tamil.samayam.com,m.timesofindia.com,bmnotification.indiatimes.com,b2bimg.economictimes.indiatimes.com,m.vijaykarnataka.com,pmnotification.indiatimes.com,www.mumbaimirror.indiatimes.com,nprssfeeds.indiatimes.com,stockapps.economictimes.indiatimes.com,www.gadgetsnow.com,timesofindia.indiatimes.com,cio.economictimes.indiatimes.com,photogallery.indiatimes.com,static.etinsure.com,realty.economictimes.indiatimes.com,images.economictimes.indiatimes.com,topgear.wwmindia.com,ngsnotifications.indiatimes.com,marketgraphs.economictimes.indiatimes.com,streams.thejukeboxstudio.com,amnotification.indiatimes.com,css373.gaanacdn.com,mobilelivefeeds.indiatimes.com,www.mumbaimirror.com,www.magicbricks.com,m.maharashtratimes.com,malayalam.samayam.com,pgi.magicbricks.com,m.gadgetsnow.com,nbtnotifications.indiatimes.com,telecom.economictimes.indiatimes.com,gaana.co.in,m.telugu.samayam.com,eisamay.indiatimes.com,subscription.indiatimes.com,telugu.samayam.com,energy.economictimes.indiatimes.com,m.eisamay.com,rating.magicbricks.com,pwacss.gaanacdn.com,m.malayalam.samayam.com,ciso.economictimes.indiatimes.com,mlsymnotifications.indiatimes.com,static.eis.indiatimes.com,www.staticclmbtech.com,tlsymnotifications.indiatimes.com,album.bombaytimes.com,mcxlivefeeds.indiatimes.com,blogs.timesofindia.indiatimes.com,maharashtratimes.indiatimes.com,www.newspointapp.com,pflivefeeds.indiatimes.com,navbharattimesfeeds.indiatimes.com,m.tamil.samayam.com,ai-portal.gaana.com,navgujaratsamay.indiatimes.com,www.happytrips.com,m.navbharattimes.indiatimes.com,htnotification.happytrips.com,mtnotifications.indiatimes.com,webservices.indiatimes.com,vijaykarnataka.indiatimes.com,staging.whatshot.in,retail.economictimes.indiatimes.com,akamai.newspointapp.com,brandequity.economictimes.indiatimes.com,st.etb2bimg.com,streams.gaana.com,cfo.economictimes.indiatimes.com,img.etb2bimg.com,etfeedscache.indiatimes.com,esnotifications.indiatimes.com,navbharattimes.indiatimes.com,www.bangaloremirror.com|||||||||||||||||||||||
97|Dec 22, 2019 18:30:48.486614000 GMT|12.096996000|88|6|||||||||4|0.227012000|0.000216000|47724|443|0|32||94720|0x00000010|0|1|0|||0.000216000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
99|Dec 22, 2019 18:30:48.511474000 GMT|12.121856000|214|6|||||||||4|0.251872000|0.024860000|47724|443|126|32||94720|0x00000018|0|1|0||||0.071370000|126|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
102|Dec 22, 2019 18:30:48.514640000 GMT|12.125022000|170|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|47149|53|||||0x00008180|0|1|0.032824000|1|graph.facebook.com|2011,2011,56
103|Dec 22, 2019 18:30:48.515184000 GMT|12.125566000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||4|53|40318|||||0x00000100||0||1|graph.facebook.com|
106|Dec 22, 2019 18:30:48.534721000 GMT|12.145103000|170|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3|44510|53|||||0x00008180|0|1|0.052827000|1|graph.facebook.com|2010,2010,55
107|Dec 22, 2019 18:30:48.535281000 GMT|12.145663000|100|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||5|53|40015|||||0x00000100||0||1|graph.facebook.com|
110|Dec 22, 2019 18:30:48.556286000 GMT|12.166668000|158|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||4|40318|53|||||0x00008180|0|1|0.041102000|1|graph.facebook.com|2010,2010,55
111|Dec 22, 2019 18:30:48.561737000 GMT|12.172119000|96|6|||||||||5|0.000000000|0.000000000|42709|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
114|Dec 22, 2019 18:30:48.582675000 GMT|12.193057000|346|6|||||||||4|0.323073000|0.071201000|443|47724|258|32||29696|0x00000018|0|1|0|||0.071201000|0.071370000|258|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
115|Dec 22, 2019 18:30:48.582891000 GMT|12.193273000|350|6|||||||||4|0.323289000|0.000216000|47724|443|262|32||97280|0x00000018|0|1|0|||0.000216000|0.071370000|262|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
117|Dec 22, 2019 18:30:48.606751000 GMT|12.217133000|97|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||6|53|44804|||||0x00000100||0||1|t.appsflyer.com|
120|Dec 22, 2019 18:30:48.631626000 GMT|12.242008000|96|6|||||||||5|0.069889000|0.069889000|443|42709|0|40||27760|0x00000012|0|1|1|||0.069889000|||||||||||||||||||256|||||||||||||||||||||||2097152||||||||||||||
121|Dec 22, 2019 18:30:48.631891000 GMT|12.242273000|88|6|||||||||5|0.070154000|0.000265000|42709|443|0|32||81408|0x00000010|0|1|0|||0.000265000|0.070154000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
123|Dec 22, 2019 18:30:48.633917000 GMT|12.244299000|268|6|||||||||5|0.072180000|0.002026000|42709|443|180|32||81408|0x00000018|0|1|0||||0.070154000|180|||||||||||||||||||22|1|||graph.facebook.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
126|Dec 22, 2019 18:30:48.635603000 GMT|12.245985000|523|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||6|44804|53|||||0x00008180|0|1|0.028852000|1|t.appsflyer.com|27,40,40,40,40,40,40,40,40,695,695,695,695
127|Dec 22, 2019 18:30:48.636423000 GMT|12.246805000|97|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||7|53|49235|||||0x00000100||0||1|t.appsflyer.com|
130|Dec 22, 2019 18:30:48.643655000 GMT|12.254037000|1426|6|||||||||4|0.384053000|0.060764000|443|47724|1338|32||30720|0x00000010|0|1|0|||0.060764000|0.071370000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
132|Dec 22, 2019 18:30:48.643852000 GMT|12.254234000|1235|6|||||||||4|0.384250000|0.000197000|443|47724|1147|32||30720|0x00000018|0|1|0||||0.071370000|2485|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
133|Dec 22, 2019 18:30:48.644001000 GMT|12.254383000|88|6|||||||||4|0.384399000|0.000149000|47724|443|0|32||102912|0x00000010|0|1|0|||0.000149000|0.071370000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
135|Dec 22, 2019 18:30:48.665702000 GMT|12.276084000|107|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||8|53|47990|||||0x00000100||0||1|middleware.timesprime.com|
138|Dec 22, 2019 18:30:48.683741000 GMT|12.294123000|427|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||7|49235|53|||||0x00008180|0|1|0.047318000|1|t.appsflyer.com|27,40,40,40,40,40,40,40,40,695,695,695,695
139|Dec 22, 2019 18:30:48.687107000 GMT|12.297489000|96|6|||||||||6|0.000000000|0.000000000|37896|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
141|Dec 22, 2019 18:30:48.700689000 GMT|12.311071000|107|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||9|53|43283|||||0x00000100||0||1|middleware.timesprime.com|
144|Dec 22, 2019 18:30:48.701639000 GMT|12.312021000|426|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||8|47990|53|||||0x00008180|0|1|0.035937000|1|middleware.timesprime.com|22,13,13,13,13,588,588,588,588
145|Dec 22, 2019 18:30:48.702292000 GMT|12.312674000|107|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||10|53|44131|||||0x00000100||0||1|middleware.timesprime.com|
147|Dec 22, 2019 18:30:48.705784000 GMT|12.316166000|98|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||11|53|39113|||||0x00000100||0||1|ase.clmbtech.com|
149|Dec 22, 2019 18:30:48.707449000 GMT|12.317831000|106|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||12|53|45170|||||0x00000100||0||1|dotmatrix.indiatimes.com|
152|Dec 22, 2019 18:30:48.711629000 GMT|12.322011000|88|6|||||||||5|0.149892000|0.077712000|443|42709|0|32||28928|0x00000010|0|1|0|||0.077712000|0.070154000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
154|Dec 22, 2019 18:30:48.714998000 GMT|12.325380000|1426|6|||||||||5|0.153261000|0.003369000|443|42709|1338|32||28928|0x00000010|0|1|0||||0.070154000|1338|||||||||||||||||||22|2||||http/1.1||49195||||||||||||||||||||||||||||
155|Dec 22, 2019 18:30:48.715158000 GMT|12.325540000|88|6|||||||||5|0.153421000|0.000160000|42709|443|0|32||83968|0x00000010|0|1|0|||0.000160000|0.070154000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
158|Dec 22, 2019 18:30:48.715244000 GMT|12.325626000|1426|6|||||||||5|0.153507000|0.000086000|443|42709|1338|32||28928|0x00000010|0|1|0||||0.070154000|1338||||||||||||||||||||||||||||||||||||||||||||||||||||||
159|Dec 22, 2019 18:30:48.715335000 GMT|12.325717000|88|6|||||||||5|0.153598000|0.000091000|42709|443|0|32||86528|0x00000010|0|1|0|||0.000091000|0.070154000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
162|Dec 22, 2019 18:30:48.715389000 GMT|12.325771000|483|6|||||||||5|0.153652000|0.000054000|443|42709|395|32||28928|0x00000018|0|1|0||||0.070154000|395|||||||||||||||||||22,22,22|11,12,14|||||||||||*.facebook.com,*.facebook.net,*.fb.com,*.fbcdn.net,*.fbsbx.com,*.messenger.com,facebook.com,fb.com,messenger.com,*.m.facebook.com,*.xx.fbcdn.net,*.xy.fbcdn.net,*.xz.fbcdn.net|||||||||||||||||||||||
163|Dec 22, 2019 18:30:48.715466000 GMT|12.325848000|88|6|||||||||5|0.153729000|0.000077000|42709|443|0|32||89088|0x00000010|0|1|0|||0.000077000|0.070154000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
165|Dec 22, 2019 18:30:48.728530000 GMT|12.338912000|214|6|||||||||5|0.166793000|0.013064000|42709|443|126|32||89088|0x00000018|0|1|0||||0.070154000|126|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
168|Dec 22, 2019 18:30:48.735633000 GMT|12.346015000|426|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||9|43283|53|||||0x00008180|0|1|0.034944000|1|middleware.timesprime.com|22,13,13,13,13,588,588,588,588
169|Dec 22, 2019 18:30:48.736138000 GMT|12.346520000|107|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||13|53|38035|||||0x00000100||0||1|middleware.timesprime.com|
172|Dec 22, 2019 18:30:48.738758000 GMT|12.349140000|378|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||10|44131|53|||||0x00008180|0|1|0.036466000|1|middleware.timesprime.com|22,13,13,13,13,588,588,588,588
173|Dec 22, 2019 18:30:48.742063000 GMT|12.352445000|96|6|||||||||7|0.000000000|0.000000000|49598|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
176|Dec 22, 2019 18:30:48.743629000 GMT|12.354011000|249|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||12|45170|53|||||0x00008180|0|1|0.036180000|1|dotmatrix.indiatimes.com|615,2987,19,19
177|Dec 22, 2019 18:30:48.744460000 GMT|12.354842000|106|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||14|53|42760|||||0x00000100||0||1|dotmatrix.indiatimes.com|
180|Dec 22, 2019 18:30:48.746731000 GMT|12.357113000|290|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||11|39113|53|||||0x00008180|0|1|0.040947000|1|ase.clmbtech.com|1061,5600,19,19,19,19
181|Dec 22, 2019 18:30:48.747527000 GMT|12.357909000|98|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||15|53|39573|||||0x00000100||0||1|ase.clmbtech.com|
184|Dec 22, 2019 18:30:48.754625000 GMT|12.365007000|378|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||13|38035|53|||||0x00008180|0|1|0.018487000|1|middleware.timesprime.com|22,13,13,13,13,588,588,588,588
