frame.number|frame.time|frame.time_relative|frame.len|ip.version|ip.proto|ip.src|ip.dst|ip.flags|ip.frag_offset|ip.ttl|ip.len|ip.fragment.error|tcp.stream|tcp.time_relative|tcp.time_delta|tcp.srcport|tcp.dstport|tcp.len|tcp.hdr_len|tcp.pdu.size|tcp.window_size|tcp.flags|tcp.flags.fin|tcp.flags.ack|tcp.flags.syn|tcp.analysis.retransmission|tcp.analysis.rto|tcp.analysis.ack_rtt|tcp.analysis.initial_rtt|tcp.analysis.bytes_in_flight|tcp.analysis.duplicate_ack|tcp.analysis.fast_retransmission|tcp.analysis.flags|tcp.analysis.keep_alive|tcp.analysis.keep_alive_ack|tcp.analysis.lost_segment|tcp.analysis.out_of_order|tcp.analysis.reused_ports|tcp.analysis.rto_frame|tcp.analysis.spurious_retransmission|tcp.analysis.tfo_syn|tcp.analysis.window_full|tcp.analysis.window_update|tcp.analysis.zero_window|tcp.analysis.zero_window_probe|tcp.analysis.zero_window_probe_ack|tcp.options.wscale.multiplier|tcp.segment.error|tls.record.content_type|tls.handshake.type|tls.alert_message|tls.handshake.cert_type.type|tls.handshake.extensions_server_name|tls.handshake.extensions_alpn_str|tls.resumed|tls.handshake.ciphersuite|tls.segment.error|tls.alert_message|tls.alert_message.desc|tls.alert_message.level|x509ce.dNSName|http.response.code|http.location|http.request.full_uri|http.request.method|http.request.uri|http.time|http.content_length|http.referer|_ws.expert.severity|udp.stream|udp.dstport|udp.srcport|udp.length.bad|udp.length.bad_zero|udp.possible_traceroute|udp.checksum.bad|dns.flags|dns.flags.rcode|dns.flags.response|dns.time|dns.count.queries|dns.qry.name|dns.resp.ttl
22|Dec 23, 2019 04:39:50.264174000 GMT|0.955766000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||1|0.090938000|0.051547000|443|42264|0|32||45056|0x00000010|0|1|0|||0.051547000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
24|Dec 23, 2019 04:39:50.408958000 GMT|1.100550000|1426|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|1410||1|0.235722000|0.144784000|443|42264|1358|32||45056|0x00000010|0|1|0||||0.037089000|1358|||||||||||||||||||22|2||||http/1.1||49199||||||||||||||||||||||||||||
25|Dec 23, 2019 04:39:50.409201000 GMT|1.100793000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.235965000|0.000243000|42264|443|0|32||84992|0x00000010|0|1|0|||0.000243000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
28|Dec 23, 2019 04:39:50.500218000 GMT|1.191810000|1426|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|1410||1|0.326982000|0.091017000|443|42264|1358|32||45056|0x00000010|0|1|0||||0.037089000|1358|||||||||||||||||||22|11|||||||||||*.azenqos.com,azenqos.com|||||||||||||||||||||||
29|Dec 23, 2019 04:39:50.500458000 GMT|1.192050000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.327222000|0.000240000|42264|443|0|32||88064|0x00000010|0|1|0|||0.000240000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
32|Dec 23, 2019 04:39:50.500544000 GMT|1.192136000|323|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|307||1|0.327308000|0.000086000|443|42264|255|32||45056|0x00000018|0|1|0||||0.037089000|255|||||||||||||||||||22,22|12,14||||||||||||||||||||||||||||||||||
33|Dec 23, 2019 04:39:50.500656000 GMT|1.192248000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.327420000|0.000112000|42264|443|0|32||90624|0x00000010|0|1|0|||0.000112000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
35|Dec 23, 2019 04:39:50.508408000 GMT|1.200000000|161|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|145||1|0.335172000|0.007752000|42264|443|93|32||90624|0x00000018|0|1|0||||0.037089000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
38|Dec 23, 2019 04:39:50.596270000 GMT|1.287862000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||1|0.423034000|0.087862000|443|42264|0|32||45056|0x00000010|0|1|0|||0.087862000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
39|Dec 23, 2019 04:39:50.596559000 GMT|1.288151000|559|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|543||1|0.423323000|0.000289000|42264|443|491|32||90624|0x00000018|0|1|0||||0.037089000|491|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
42|Dec 23, 2019 04:39:50.611351000 GMT|1.302943000|342|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|326||1|0.438115000|0.014792000|443|42264|274|32||45056|0x00000018|0|1|0||||0.037089000|274|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
43|Dec 23, 2019 04:39:50.651450000 GMT|1.343042000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.478214000|0.040099000|42264|443|0|32||93184|0x00000010|0|1|0|||0.040099000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
46|Dec 23, 2019 04:39:50.655031000 GMT|1.346623000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||1|0.481795000|0.003581000|443|42264|0|32||49152|0x00000010|0|1|0|||0.058472000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
48|Dec 23, 2019 04:39:50.720299000 GMT|1.411891000|333|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|317||1|0.547063000|0.065268000|443|42264|265|32||49152|0x00000018|0|1|0||||0.037089000|265|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
49|Dec 23, 2019 04:39:50.720543000 GMT|1.412135000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.547307000|0.000244000|42264|443|0|32||96256|0x00000010|0|1|0|||0.000244000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
52|Dec 23, 2019 04:39:50.830079000 GMT|1.521671000|289|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|273||1|0.656843000|0.109536000|443|42264|221|32||49152|0x00000018|0|1|0||||0.037089000|221|||||||||||||||||||23,23|||||||||||||||||||||||||||||||||||
53|Dec 23, 2019 04:39:50.830289000 GMT|1.521881000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.657053000|0.000210000|42264|443|0|32||98816|0x00000010|0|1|0|||0.000210000|0.037089000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
56|Dec 23, 2019 04:39:53.084493000 GMT|3.776085000|68|4|6|172.217.160.238|25.141.92.229|0x00004000|0|62|52||2|0.000000000|0.000000000|443|43805|0|32||12|0x00000011|1|1|0|||||||||||||||||||||||||||||||||||||||||||||2097152||||||||||||||
57|Dec 23, 2019 04:39:53.124927000 GMT|3.816519000|68|4|6|25.141.92.229|172.217.160.238|0x00004000|0|64|52||2|0.040434000|0.040434000|43805|443|0|32||193|0x00000010|0|1|0|||0.040434000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
59|Dec 23, 2019 04:39:59.307005000 GMT|9.998597000|104|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|88||0|9.998597000|9.898324000|41869|443|36|32||188|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
61|Dec 23, 2019 04:39:59.308450000 GMT|10.000042000|246|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|230||0|10.000042000|0.001445000|41869|443|178|32||188|0x00000018|0|1|0|||||214|||||||||||||||||||23,23,23,23|||||||||||||||||||||||||||||||||||
64|Dec 23, 2019 04:39:59.389516000 GMT|10.081108000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|10.081108000|0.081066000|443|41869|0|32||24|0x00000010|0|1|0|||0.082511000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
66|Dec 23, 2019 04:39:59.399540000 GMT|10.091132000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|10.091132000|0.010024000|443|41869|0|32||24|0x00000010|0|1|0|||0.091090000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
67|Dec 23, 2019 04:40:01.176141000 GMT|11.867733000|77|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|61||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|53|38941|||||0x00000100||0||1|cdn.taboola.com|
70|Dec 23, 2019 04:40:01.254588000 GMT|11.946180000|132|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|116||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|38941|53|||||0x00008180|0|1|0.078447000|1|cdn.taboola.com|43185,25
71|Dec 23, 2019 04:40:01.257532000 GMT|11.949124000|76|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|60||3|0.000000000|0.000000000|41105|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
74|Dec 23, 2019 04:40:01.295613000 GMT|11.987205000|76|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|60||3|0.038081000|0.038081000|443|41105|0|40||43440|0x00000012|0|1|1|||0.038081000|||||||||||||||||||4096|||||||||||||||||||||||2097152||||||||||||||
75|Dec 23, 2019 04:40:01.295962000 GMT|11.987554000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.038430000|0.000349000|41105|443|0|32||82432|0x00000010|0|1|0|||0.000349000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
77|Dec 23, 2019 04:40:01.299365000 GMT|11.990957000|245|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|229||3|0.041833000|0.003403000|41105|443|177|32||82432|0x00000018|0|1|0||||0.038430000|177|||||||||||||||||||22|1|||cdn.taboola.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
80|Dec 23, 2019 04:40:01.359572000 GMT|12.051164000|68|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|52||3|0.102040000|0.060207000|443|41105|0|32||45056|0x00000010|0|1|0|||0.060207000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
82|Dec 23, 2019 04:40:01.415518000 GMT|12.107110000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||3|0.157986000|0.055946000|443|41105|1358|32||45056|0x00000010|0|1|0||||0.038430000|1358|||||||||||||||||||22|2||||http/1.1||49199||||||||||||||||||||||||||||
83|Dec 23, 2019 04:40:01.415713000 GMT|12.107305000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.158181000|0.000195000|41105|443|0|32||84992|0x00000010|0|1|0|||0.000195000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
86|Dec 23, 2019 04:40:01.625156000 GMT|12.316748000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||3|0.367624000|0.209443000|443|41105|1358|32||45056|0x00000010|0|1|0||||0.038430000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
87|Dec 23, 2019 04:40:01.625432000 GMT|12.317024000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.367900000|0.000276000|41105|443|0|32||88064|0x00000010|0|1|0|||0.000276000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
90|Dec 23, 2019 04:40:01.625563000 GMT|12.317155000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||3|0.368031000|0.000131000|443|41105|1358|32||45056|0x00000010|0|1|0||||0.038430000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
91|Dec 23, 2019 04:40:01.625673000 GMT|12.317265000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.368141000|0.000110000|41105|443|0|32||90624|0x00000010|0|1|0|||0.000110000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
94|Dec 23, 2019 04:40:01.731155000 GMT|12.422747000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||3|0.473623000|0.105482000|443|41105|1358|32||45056|0x00000010|0|1|0||||0.038430000|1358|||||||||||||||||||22|11|||||||||||f2.shared.global.fastly.net,*.ak.yelpcdn.com,*.altmetric.com,*.cpcdn.com,*.dmp.jimdo-server.com,*.edmunds.com,*.env.go.jp,*.escapia.com,*.fastly.newssuite.sinfony.ne.jp,*.fl.yelpcdn.com,*.freshbooks.com,*.fs.turtl.co,*.gadventures.co.uk,*.gadventures.com.au,*.gadventures.de,*.gceos.com,*.giphy.com,*.goodrx.com,*.hypebeast.com,*.ichiba.jp.rakuten-static.com,*.jimcdn.com,*.jimcontent.com,*.jimdo.com,*.jimstatic.com,*.kanopystreaming.com,*.keypr.com,*.meetu.ps,*.meetup.com,*.meetupstatic.com,*.mixer.com,*.operacdn.com,*.outbrain.com,*.photobucket.com,*.playbuzz.com,*.puhutv.com,*.r10s.com,*.r10s.jp,*.rakuten-static.com,*.rl.talis.com,*.rubygems.org,*.seekingalpha.com,*.sk-static.com,*.split.io,*.taboola.com,*.turtl.co,*.turtl.io,*.x.moneyforward.com,*.youversionapi.com,afaq.arabiaweather.com,altmetric.com,api.tapslash.com,app.launchdarkly.com,assets.imeet.com,assets.imeet.de,assets.imeet.net,assets.imeet.powwownow.com,assets.imeet.pwnbeta.net,assets.imeetbeta.net,assets.pgi.imeet.net,cargurus.co.uk,cargurus.de,cdn.filepicker.io,cdn.filestackcontent.com,coop.co.uk,dyn.yelpcdn.com,embed.yelpcdn.com,fastly.sitelabweb.com,freshbooks.com,funeralcare.coop.co.uk,gadventures.co.uk,gadventures.com.au,gadventures.de,gceos.com,giphy.com,goodrx.com,i.malimarcdn.net,image.rakuten.co.jp,jimdo.com,keypr.com,livefta.malimarcdn.net,livehd.malimarcdn.net,livesd.malimarcdn.net,meetu.ps,meetup.com,meetupstatic.com,mixer.com,my.freshbooks.com,operacdn.com,outbrain.com,playbuzz.com,preprod.coop.co.uk,preprod.funeralcare.coop.co.uk,puhutv.com,repo.hex.pm,rl.talis.com,rubygems.org,s.sony.net,seekingalpha.com,sk-static.com,split.io,thumbnail.image.rakuten.co.jp,turtl.dxc.technology,ugc-embed.yelpcdn.com,updates-cdn.bravesoftware.com,updates.bravesoftware.com,vodhls.malimarcdn.net,www.billspringapp.com,www.cargurus.co.uk,www.cargurus.de,www.coop.co.uk,www.freshbooks.com,www.johnnorris.co.uk,youversionapi.com|||||||||||||||||||||||
95|Dec 23, 2019 04:40:01.731400000 GMT|12.422992000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.473868000|0.000245000|41105|443|0|32||93184|0x00000010|0|1|0|||0.000245000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
98|Dec 23, 2019 04:40:01.731571000 GMT|12.423163000|1303|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1287||3|0.474039000|0.000171000|443|41105|1235|32||45056|0x00000018|0|1|0||||0.038430000|1235|||||||||||||||||||22,22,22|22,12,14||||||||||||||||||||||||||||||||||
99|Dec 23, 2019 04:40:01.731685000 GMT|12.423277000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.474153000|0.000114000|41105|443|0|32||96256|0x00000010|0|1|0|||0.000114000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
101|Dec 23, 2019 04:40:01.765763000 GMT|12.457355000|161|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|145||3|0.508231000|0.034078000|41105|443|93|32||96256|0x00000018|0|1|0||||0.038430000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
104|Dec 23, 2019 04:40:01.855154000 GMT|12.546746000|1303|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1287||3|0.597622000|0.089391000|443|41105|1235|32||45056|0x00000018|0|1|0|1|||0.038430000|1235|||1|||||||1||||||||||||||||||||||||||||||4194304,4194304,8388608||||||||||||||
105|Dec 23, 2019 04:40:01.855392000 GMT|12.546984000|80|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|64||3|0.597860000|0.000238000|41105|443|0|44||96256|0x00000010|0|1|0|||0.000238000|0.038430000||1,1||1|||||||||||||||||||||||||||||||||||||4194304||||||||||||||
108|Dec 23, 2019 04:40:01.855531000 GMT|12.547123000|68|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|52||3|0.597999000|0.000139000|443|41105|0|32||45056|0x00000010|0|1|0|||0.089768000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
109|Dec 23, 2019 04:40:01.855658000 GMT|12.547250000|390|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|374||3|0.598126000|0.000127000|41105|443|322|32||96256|0x00000018|0|1|0||||0.038430000|322|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
112|Dec 23, 2019 04:40:01.855774000 GMT|12.547366000|326|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|310||3|0.598242000|0.000116000|443|41105|258|32||45056|0x00000018|0|1|0||||0.038430000|258|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
113|Dec 23, 2019 04:40:01.855876000 GMT|12.547468000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.598344000|0.000102000|41105|443|0|32||98816|0x00000010|0|1|0|||0.000102000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
116|Dec 23, 2019 04:40:01.940135000 GMT|12.631727000|807|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|791||3|0.682603000|0.084259000|443|41105|739|32||49152|0x00000018|0|1|0|||0.084477000|0.038430000|739|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
117|Dec 23, 2019 04:40:01.940314000 GMT|12.631906000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||3|0.682782000|0.000179000|41105|443|0|32||101376|0x00000010|0|1|0|||0.000179000|0.038430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
119|Dec 23, 2019 04:40:02.748898000 GMT|13.440490000|88|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|72||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|53|40524|||||0x00000100||0||1|android.clients.google.com|
122|Dec 23, 2019 04:40:02.829557000 GMT|13.521149000|352|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|336||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|40524|53|||||0x00008180|0|1|0.080659000|1|android.clients.google.com|128,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
123|Dec 23, 2019 04:40:02.834331000 GMT|13.525923000|87|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|71||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3|53|37334|||||0x00000100||0||1|lh3.googleusercontent.com|
126|Dec 23, 2019 04:40:02.869542000 GMT|13.561134000|132|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|116||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3|37334|53|||||0x00008180|0|1|0.035211000|1|lh3.googleusercontent.com|79256,299
127|Dec 23, 2019 04:40:02.931790000 GMT|13.623382000|91|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|75||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||4|53|41000|||||0x00000100||0||1|connectivitycheck.gstatic.com|
130|Dec 23, 2019 04:40:02.968583000 GMT|13.660175000|107|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|91||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||4|41000|53|||||0x00008180|0|1|0.036793000|1|connectivitycheck.gstatic.com|191
131|Dec 23, 2019 04:40:02.971495000 GMT|13.663087000|76|4|6|25.141.92.229|172.217.167.227|0x00004000|0|64|60||4|0.000000000|0.000000000|43773|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
134|Dec 23, 2019 04:40:03.009973000 GMT|13.701565000|76|4|6|172.217.167.227|25.141.92.229|0x00004000|0|62|60||4|0.038478000|0.038478000|443|43773|0|40||43440|0x00000012|0|1|1|||0.038478000|||||||||||||||||||4096|||||||||||||||||||||||2097152||||||||||||||
135|Dec 23, 2019 04:40:03.010222000 GMT|13.701814000|68|4|6|25.141.92.229|172.217.167.227|0x00004000|0|64|52||4|0.038727000|0.000249000|43773|443|0|32||82432|0x00000010|0|1|0|||0.000249000|0.038727000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
137|Dec 23, 2019 04:40:03.012230000 GMT|13.703822000|259|4|6|25.141.92.229|172.217.167.227|0x00004000|0|64|243||4|0.040735000|0.002008000|43773|443|191|32||82432|0x00000018|0|1|0||||0.038727000|191|||||||||||||||||||22|1|||connectivitycheck.gstatic.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
140|Dec 23, 2019 04:40:03.060577000 GMT|13.752169000|68|4|6|172.217.167.227|25.141.92.229|0x00004000|0|62|52||4|0.089082000|0.048347000|443|43773|0|32||45056|0x00000010|0|1|0|||0.048347000|0.038727000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
142|Dec 23, 2019 04:40:03.150925000 GMT|13.842517000|1426|4|6|172.217.167.227|25.141.92.229|0x00004000|0|62|1410||4|0.179430000|0.090348000|443|43773|1358|32||45056|0x00000010|0|1|0||||0.038727000|1358|||||||||||||||||||22|2||||http/1.1||49195||||||||||||||||||||||||||||
143|Dec 23, 2019 04:40:03.151136000 GMT|13.842728000|68|4|6|25.141.92.229|172.217.167.227|0x00004000|0|64|52||4|0.179641000|0.000211000|43773|443|0|32||84992|0x00000010|0|1|0|||0.000211000|0.038727000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
146|Dec 23, 2019 04:40:03.249587000 GMT|13.941179000|1426|4|6|172.217.167.227|25.141.92.229|0x00004000|0|62|1410||4|0.278092000|0.098451000|443|43773|1358|32||45056|0x00000010|0|1|0||||0.038727000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
147|Dec 23, 2019 04:40:03.249780000 GMT|13.941372000|68|4|6|25.141.92.229|172.217.167.227|0x00004000|0|64|52||4|0.278285000|0.000193000|43773|443|0|32||88064|0x00000010|0|1|0|||0.000193000|0.038727000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
