frame.number|frame.time|frame.time_relative|frame.len|ip.version|ip.proto|ip.src|ip.dst|ip.flags|ip.frag_offset|ip.ttl|ip.len|ip.fragment.error|tcp.stream|tcp.time_relative|tcp.time_delta|tcp.srcport|tcp.dstport|tcp.len|tcp.hdr_len|tcp.pdu.size|tcp.window_size|tcp.flags|tcp.flags.fin|tcp.flags.ack|tcp.flags.syn|tcp.analysis.retransmission|tcp.analysis.rto|tcp.analysis.ack_rtt|tcp.analysis.initial_rtt|tcp.analysis.bytes_in_flight|tcp.analysis.duplicate_ack|tcp.analysis.fast_retransmission|tcp.analysis.flags|tcp.analysis.keep_alive|tcp.analysis.keep_alive_ack|tcp.analysis.lost_segment|tcp.analysis.out_of_order|tcp.analysis.reused_ports|tcp.analysis.rto_frame|tcp.analysis.spurious_retransmission|tcp.analysis.tfo_syn|tcp.analysis.window_full|tcp.analysis.window_update|tcp.analysis.zero_window|tcp.analysis.zero_window_probe|tcp.analysis.zero_window_probe_ack|tcp.options.wscale.multiplier|tcp.segment.error|tls.record.content_type|tls.handshake.type|tls.alert_message|tls.handshake.cert_type.type|tls.handshake.extensions_server_name|tls.handshake.extensions_alpn_str|tls.resumed|tls.handshake.ciphersuite|tls.segment.error|tls.alert_message|tls.alert_message.desc|tls.alert_message.level|x509ce.dNSName|http.response.code|http.location|http.request.full_uri|http.request.method|http.request.uri|http.time|http.content_length|http.referer|_ws.expert.severity|udp.stream|udp.dstport|udp.srcport|udp.length.bad|udp.length.bad_zero|udp.possible_traceroute|udp.checksum.bad|dns.flags|dns.flags.rcode|dns.flags.response|dns.time|dns.count.queries|dns.qry.name|dns.resp.ttl
21|Dec 23, 2019 04:54:51.526086000 GMT|2.221181000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.248604000|0.000246000|42548|443|0|32||84992|0x00000010|0|1|0|||0.000246000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
24|Dec 23, 2019 04:54:51.572433000 GMT|2.267528000|1426|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|1410||1|0.294951000|0.046347000|443|42548|1358|32||45056|0x00000010|0|1|0||||0.054430000|1358|||||||||||||||||||22|11|||||||||||*.azenqos.com,azenqos.com|||||||||||||||||||||||
25|Dec 23, 2019 04:54:51.572697000 GMT|2.267792000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.295215000|0.000264000|42548|443|0|32||88064|0x00000010|0|1|0|||0.000264000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
28|Dec 23, 2019 04:54:51.572795000 GMT|2.267890000|323|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|307||1|0.295313000|0.000098000|443|42548|255|32||45056|0x00000018|0|1|0||||0.054430000|255|||||||||||||||||||22,22|12,14||||||||||||||||||||||||||||||||||
29|Dec 23, 2019 04:54:51.572932000 GMT|2.268027000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.295450000|0.000137000|42548|443|0|32||90624|0x00000010|0|1|0|||0.000137000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
31|Dec 23, 2019 04:54:51.580318000 GMT|2.275413000|161|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|145||1|0.302836000|0.007386000|42548|443|93|32||90624|0x00000018|0|1|0||||0.054430000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
34|Dec 23, 2019 04:54:51.632863000 GMT|2.327958000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||1|0.355381000|0.052545000|443|42548|0|32||45056|0x00000010|0|1|0|||0.052545000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
35|Dec 23, 2019 04:54:51.633121000 GMT|2.328216000|560|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|544||1|0.355639000|0.000258000|42548|443|492|32||90624|0x00000018|0|1|0||||0.054430000|492|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
38|Dec 23, 2019 04:54:51.680432000 GMT|2.375527000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||1|0.402950000|0.047311000|443|42548|0|32||49152|0x00000010|0|1|0|||0.047311000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
40|Dec 23, 2019 04:54:51.692733000 GMT|2.387828000|342|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|326||1|0.415251000|0.012301000|443|42548|274|32||49152|0x00000018|0|1|0||||0.054430000|274|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
41|Dec 23, 2019 04:54:51.732400000 GMT|2.427495000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.454918000|0.039667000|42548|443|0|32||93184|0x00000010|0|1|0|||0.039667000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
44|Dec 23, 2019 04:54:51.771749000 GMT|2.466844000|467|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|451||1|0.494267000|0.039349000|443|42548|399|32||49152|0x00000018|0|1|0||||0.054430000|399|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
45|Dec 23, 2019 04:54:51.772028000 GMT|2.467123000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.494546000|0.000279000|42548|443|0|32||96256|0x00000010|0|1|0|||0.000279000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
48|Dec 23, 2019 04:54:51.880407000 GMT|2.575502000|117|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|101||1|0.602925000|0.108379000|443|42548|49|32||49152|0x00000018|0|1|0||||0.054430000|49|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
49|Dec 23, 2019 04:54:51.880615000 GMT|2.575710000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.603133000|0.000208000|42548|443|0|32||96256|0x00000010|0|1|0|||0.000208000|0.054430000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
51|Dec 23, 2019 04:54:59.307448000 GMT|10.002543000|104|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|88||0|10.002543000|9.937688000|41869|443|36|32||188|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
53|Dec 23, 2019 04:54:59.308734000 GMT|10.003829000|246|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|230||0|10.003829000|0.001286000|41869|443|178|32||188|0x00000018|0|1|0|||||214|||||||||||||||||||23,23,23,23|||||||||||||||||||||||||||||||||||
56|Dec 23, 2019 04:54:59.351384000 GMT|10.046479000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|10.046479000|0.042650000|443|41869|0|32||36|0x00000010|0|1|0|||0.043936000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
58|Dec 23, 2019 04:54:59.360294000 GMT|10.055389000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|10.055389000|0.008910000|443|41869|0|32||36|0x00000010|0|1|0|||0.051560000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
59|Dec 23, 2019 04:55:09.304901000 GMT|19.999996000|104|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|88||0|19.999996000|9.944607000|41869|443|36|32||188|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
61|Dec 23, 2019 04:55:09.306099000 GMT|20.001194000|246|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|230||0|20.001194000|0.001198000|41869|443|178|32||188|0x00000018|0|1|0|||||214|||||||||||||||||||23,23,23,23|||||||||||||||||||||||||||||||||||
64|Dec 23, 2019 04:55:09.376032000 GMT|20.071127000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|20.071127000|0.069933000|443|41869|0|32||36|0x00000010|0|1|0|||0.071131000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
66|Dec 23, 2019 04:55:09.385005000 GMT|20.080100000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|20.080100000|0.008973000|443|41869|0|32||36|0x00000010|0|1|0|||0.078906000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
67|Dec 23, 2019 04:55:10.911078000 GMT|21.606173000|77|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|61||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|53|46153|||||0x00000100||0||1|cdn.taboola.com|
70|Dec 23, 2019 04:55:11.002310000 GMT|21.697405000|132|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|116||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|46153|53|||||0x00008180|0|1|0.091232000|1|cdn.taboola.com|43199,29
71|Dec 23, 2019 04:55:11.009422000 GMT|21.704517000|76|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|60||2|0.000000000|0.000000000|41389|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
74|Dec 23, 2019 04:55:11.040251000 GMT|21.735346000|76|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|60||2|0.030829000|0.030829000|443|41389|0|40||43440|0x00000012|0|1|1|||0.030829000|||||||||||||||||||4096|||||||||||||||||||||||2097152||||||||||||||
75|Dec 23, 2019 04:55:11.040540000 GMT|21.735635000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.031118000|0.000289000|41389|443|0|32||82432|0x00000010|0|1|0|||0.000289000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
77|Dec 23, 2019 04:55:11.044635000 GMT|21.739730000|245|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|229||2|0.035213000|0.004095000|41389|443|177|32||82432|0x00000018|0|1|0||||0.031118000|177|||||||||||||||||||22|1|||cdn.taboola.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
80|Dec 23, 2019 04:55:11.101200000 GMT|21.796295000|68|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|52||2|0.091778000|0.056565000|443|41389|0|32||45056|0x00000010|0|1|0|||0.056565000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
82|Dec 23, 2019 04:55:11.201384000 GMT|21.896479000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||2|0.191962000|0.100184000|443|41389|1358|32||45056|0x00000010|0|1|0||||0.031118000|1358|||||||||||||||||||22|2||||http/1.1||49199||||||||||||||||||||||||||||
83|Dec 23, 2019 04:55:11.201698000 GMT|21.896793000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.192276000|0.000314000|41389|443|0|32||84992|0x00000010|0|1|0|||0.000314000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
86|Dec 23, 2019 04:55:11.201856000 GMT|21.896951000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||2|0.192434000|0.000158000|443|41389|1358|32||45056|0x00000010|0|1|0||||0.031118000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
87|Dec 23, 2019 04:55:11.202047000 GMT|21.897142000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.192625000|0.000191000|41389|443|0|32||88064|0x00000010|0|1|0|||0.000191000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
90|Dec 23, 2019 04:55:11.277251000 GMT|21.972346000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||2|0.267829000|0.075204000|443|41389|1358|32||45056|0x00000010|0|1|0||||0.031118000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
91|Dec 23, 2019 04:55:11.277540000 GMT|21.972635000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.268118000|0.000289000|41389|443|0|32||90624|0x00000010|0|1|0|||0.000289000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
94|Dec 23, 2019 04:55:11.336259000 GMT|22.031354000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||2|0.326837000|0.058719000|443|41389|1358|32||45056|0x00000010|0|1|0||||0.031118000|1358|||||||||||||||||||22|11|||||||||||f2.shared.global.fastly.net,*.ak.yelpcdn.com,*.altmetric.com,*.cpcdn.com,*.dmp.jimdo-server.com,*.edmunds.com,*.env.go.jp,*.escapia.com,*.fastly.newssuite.sinfony.ne.jp,*.fl.yelpcdn.com,*.freshbooks.com,*.fs.turtl.co,*.gadventures.co.uk,*.gadventures.com.au,*.gadventures.de,*.gceos.com,*.giphy.com,*.goodrx.com,*.hypebeast.com,*.ichiba.jp.rakuten-static.com,*.jimcdn.com,*.jimcontent.com,*.jimdo.com,*.jimstatic.com,*.kanopystreaming.com,*.keypr.com,*.meetu.ps,*.meetup.com,*.meetupstatic.com,*.mixer.com,*.operacdn.com,*.outbrain.com,*.photobucket.com,*.playbuzz.com,*.puhutv.com,*.r10s.com,*.r10s.jp,*.rakuten-static.com,*.rl.talis.com,*.rubygems.org,*.seekingalpha.com,*.sk-static.com,*.split.io,*.taboola.com,*.turtl.co,*.turtl.io,*.x.moneyforward.com,*.youversionapi.com,afaq.arabiaweather.com,altmetric.com,api.tapslash.com,app.launchdarkly.com,assets.imeet.com,assets.imeet.de,assets.imeet.net,assets.imeet.powwownow.com,assets.imeet.pwnbeta.net,assets.imeetbeta.net,assets.pgi.imeet.net,cargurus.co.uk,cargurus.de,cdn.filepicker.io,cdn.filestackcontent.com,coop.co.uk,dyn.yelpcdn.com,embed.yelpcdn.com,fastly.sitelabweb.com,freshbooks.com,funeralcare.coop.co.uk,gadventures.co.uk,gadventures.com.au,gadventures.de,gceos.com,giphy.com,goodrx.com,i.malimarcdn.net,image.rakuten.co.jp,jimdo.com,keypr.com,livefta.malimarcdn.net,livehd.malimarcdn.net,livesd.malimarcdn.net,meetu.ps,meetup.com,meetupstatic.com,mixer.com,my.freshbooks.com,operacdn.com,outbrain.com,playbuzz.com,preprod.coop.co.uk,preprod.funeralcare.coop.co.uk,puhutv.com,repo.hex.pm,rl.talis.com,rubygems.org,s.sony.net,seekingalpha.com,sk-static.com,split.io,thumbnail.image.rakuten.co.jp,turtl.dxc.technology,ugc-embed.yelpcdn.com,updates-cdn.bravesoftware.com,updates.bravesoftware.com,vodhls.malimarcdn.net,www.billspringapp.com,www.cargurus.co.uk,www.cargurus.de,www.coop.co.uk,www.freshbooks.com,www.johnnorris.co.uk,youversionapi.com|||||||||||||||||||||||
95|Dec 23, 2019 04:55:11.336496000 GMT|22.031591000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.327074000|0.000237000|41389|443|0|32||93184|0x00000010|0|1|0|||0.000237000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
98|Dec 23, 2019 04:55:11.336635000 GMT|22.031730000|1303|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1287||2|0.327213000|0.000139000|443|41389|1235|32||45056|0x00000018|0|1|0||||0.031118000|1235|||||||||||||||||||22,22,22|22,12,14||||||||||||||||||||||||||||||||||
99|Dec 23, 2019 04:55:11.336750000 GMT|22.031845000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.327328000|0.000115000|41389|443|0|32||96256|0x00000010|0|1|0|||0.000115000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
101|Dec 23, 2019 04:55:11.367893000 GMT|22.062988000|161|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|145||2|0.358471000|0.031143000|41389|443|93|32||96256|0x00000018|0|1|0||||0.031118000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
104|Dec 23, 2019 04:55:11.402396000 GMT|22.097491000|68|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|52||2|0.392974000|0.034503000|443|41389|0|32||45056|0x00000010|0|1|0|||0.034503000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
105|Dec 23, 2019 04:55:11.402647000 GMT|22.097742000|390|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|374||2|0.393225000|0.000251000|41389|443|322|32||96256|0x00000018|0|1|0||||0.031118000|322|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
108|Dec 23, 2019 04:55:11.420426000 GMT|22.115521000|326|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|310||2|0.411004000|0.017779000|443|41389|258|32||45056|0x00000018|0|1|0||||0.031118000|258|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
109|Dec 23, 2019 04:55:11.459026000 GMT|22.154121000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.449604000|0.038600000|41389|443|0|32||98816|0x00000010|0|1|0|||0.038600000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
112|Dec 23, 2019 04:55:11.495258000 GMT|22.190353000|806|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|790||2|0.485836000|0.036232000|443|41389|738|32||49152|0x00000018|0|1|0|||0.092611000|0.031118000|738|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
113|Dec 23, 2019 04:55:11.495595000 GMT|22.190690000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||2|0.486173000|0.000337000|41389|443|0|32||101376|0x00000010|0|1|0|||0.000337000|0.031118000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
115|Dec 23, 2019 04:55:12.893164000 GMT|23.588259000|89|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|73||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|53|49981|||||0x00000100||0||1|googleads.g.doubleclick.net|
118|Dec 23, 2019 04:55:12.971203000 GMT|23.666298000|130|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|114||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|49981|53|||||0x00008180|0|1|0.078039000|1|googleads.g.doubleclick.net|48,282
119|Dec 23, 2019 04:55:12.974462000 GMT|23.669557000|76|4|6|25.141.92.229|216.58.196.194|0x00004000|0|64|60||3|0.000000000|0.000000000|37305|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
122|Dec 23, 2019 04:55:13.012941000 GMT|23.708036000|76|4|6|216.58.196.194|25.141.92.229|0x00004000|0|62|60||3|0.038479000|0.038479000|443|37305|0|40||43440|0x00000012|0|1|1|||0.038479000|||||||||||||||||||4096|||||||||||||||||||||||2097152||||||||||||||
123|Dec 23, 2019 04:55:13.013200000 GMT|23.708295000|68|4|6|25.141.92.229|216.58.196.194|0x00004000|0|64|52||3|0.038738000|0.000259000|37305|443|0|32||82432|0x00000010|0|1|0|||0.000259000|0.038738000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
125|Dec 23, 2019 04:55:13.014449000 GMT|23.709544000|585|4|6|25.141.92.229|216.58.196.194|0x00004000|0|64|569||3|0.039987000|0.001249000|37305|443|517|32||82432|0x00000018|0|1|0||||0.038738000|517|||||||||||||||||||22|1|||googleads.g.doubleclick.net|h2,http/1.1||51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10||||||||||||||||||||||||||||
127|Dec 23, 2019 04:55:13.029552000 GMT|23.724647000|1426|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|1410||4|0.000000000|0.000000000|45813|443|1358|32||280|0x00000010|0|1|0|||||1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
129|Dec 23, 2019 04:55:13.029642000 GMT|23.724737000|1426|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|1410||4|0.000090000|0.000090000|45813|443|1358|32||280|0x00000010|0|1|0|||||2716||||||||||||||||||||||||||||||||||||||||||||||||||||||
131|Dec 23, 2019 04:55:13.029691000 GMT|23.724786000|1426|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|1410||4|0.000139000|0.000049000|45813|443|1358|32||280|0x00000010|0|1|0|||||4074||||||||||||||||||||||||||||||||||||||||||||||||||||||
133|Dec 23, 2019 04:55:13.029861000 GMT|23.724956000|399|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|383||4|0.000309000|0.000170000|45813|443|331|32||280|0x00000018|0|1|0|||||4405|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
136|Dec 23, 2019 04:55:13.061031000 GMT|23.756126000|68|4|6|216.58.196.194|25.141.92.229|0x00004000|0|62|52||3|0.086569000|0.046582000|443|37305|0|32||45056|0x00000010|0|1|0|||0.046582000|0.038738000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
138|Dec 23, 2019 04:55:13.067046000 GMT|23.762141000|68|4|6|172.217.167.2|25.141.92.229|0x00004000|0|62|52||4|0.037494000|0.037185000|443|45813|0|32||25|0x00000010|0|1|0|||0.037494000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
140|Dec 23, 2019 04:55:13.087087000 GMT|23.782182000|68|4|6|172.217.167.2|25.141.92.229|0x00004000|0|62|52||4|0.057535000|0.020041000|443|45813|0|32||26|0x00000010|0|1|0|||0.057445000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
142|Dec 23, 2019 04:55:13.091009000 GMT|23.786104000|68|4|6|172.217.167.2|25.141.92.229|0x00004000|0|62|52||4|0.061457000|0.003922000|443|45813|0|32||26|0x00000010|0|1|0|||0.061318000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
144|Dec 23, 2019 04:55:13.101077000 GMT|23.796172000|68|4|6|172.217.167.2|25.141.92.229|0x00004000|0|62|52||4|0.071525000|0.010068000|443|45813|0|32||27|0x00000010|0|1|0|||0.071216000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
146|Dec 23, 2019 04:55:13.152120000 GMT|23.847215000|1426|4|6|216.58.196.194|25.141.92.229|0x00004000|0|62|1410||3|0.177658000|0.091089000|443|37305|1358|32||45056|0x00000010|0|1|0||||0.038738000|1358|||||||||||||||||||22,20|2||||||4865||||||||||||||||||||||||||||
147|Dec 23, 2019 04:55:13.152353000 GMT|23.847448000|68|4|6|25.141.92.229|216.58.196.194|0x00004000|0|64|52||3|0.177891000|0.000233000|37305|443|0|32||84992|0x00000010|0|1|0|||0.000233000|0.038738000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
150|Dec 23, 2019 04:55:13.212111000 GMT|23.907206000|1426|4|6|216.58.196.194|25.141.92.229|0x00004000|0|62|1410||3|0.237649000|0.059758000|443|37305|1358|32||45056|0x00000010|0|1|0||||0.038738000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
151|Dec 23, 2019 04:55:13.212352000 GMT|23.907447000|68|4|6|25.141.92.229|216.58.196.194|0x00004000|0|64|52||3|0.237890000|0.000241000|37305|443|0|32||88064|0x00000010|0|1|0|||0.000241000|0.038738000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
154|Dec 23, 2019 04:55:13.212483000 GMT|23.907578000|223|4|6|216.58.196.194|25.141.92.229|0x00004000|0|62|207||3|0.238021000|0.000131000|443|37305|155|32||45056|0x00000018|0|1|0||||0.038738000|155||||||||||||||||||||||||||||||||||||||||||||||||||||||
