frame.number|frame.time|frame.time_relative|frame.len|ip.version|ip.proto|ip.src|ip.dst|ip.flags|ip.frag_offset|ip.ttl|ip.len|ip.fragment.error|tcp.stream|tcp.time_relative|tcp.time_delta|tcp.srcport|tcp.dstport|tcp.len|tcp.hdr_len|tcp.pdu.size|tcp.window_size|tcp.flags|tcp.flags.fin|tcp.flags.ack|tcp.flags.syn|tcp.analysis.retransmission|tcp.analysis.rto|tcp.analysis.ack_rtt|tcp.analysis.initial_rtt|tcp.analysis.bytes_in_flight|tcp.analysis.duplicate_ack|tcp.analysis.fast_retransmission|tcp.analysis.flags|tcp.analysis.keep_alive|tcp.analysis.keep_alive_ack|tcp.analysis.lost_segment|tcp.analysis.out_of_order|tcp.analysis.reused_ports|tcp.analysis.rto_frame|tcp.analysis.spurious_retransmission|tcp.analysis.tfo_syn|tcp.analysis.window_full|tcp.analysis.window_update|tcp.analysis.zero_window|tcp.analysis.zero_window_probe|tcp.analysis.zero_window_probe_ack|tcp.options.wscale.multiplier|tcp.segment.error|tls.record.content_type|tls.handshake.type|tls.alert_message|tls.handshake.cert_type.type|tls.handshake.extensions_server_name|tls.handshake.extensions_alpn_str|tls.resumed|tls.handshake.ciphersuite|tls.segment.error|tls.alert_message|tls.alert_message.desc|tls.alert_message.level|x509ce.dNSName|http.response.code|http.location|http.request.full_uri|http.request.method|http.request.uri|http.time|http.content_length|http.referer|_ws.expert.severity|udp.stream|udp.dstport|udp.srcport|udp.length.bad|udp.length.bad_zero|udp.possible_traceroute|udp.checksum.bad|dns.flags|dns.flags.rcode|dns.flags.response|dns.time|dns.count.queries|dns.qry.name|dns.resp.ttl
21|Dec 23, 2019 05:10:42.957235000 GMT|3.600592000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.621991000|0.000299000|42832|443|0|32||88064|0x00000010|0|1|0|||0.000299000|0.274553000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
24|Dec 23, 2019 05:10:42.957340000 GMT|3.600697000|323|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|307||1|0.622096000|0.000105000|443|42832|255|32||45056|0x00000018|0|1|0||||0.274553000|255|||||||||||||||||||22,22|12,14||||||||||||||||||||||||||||||||||
25|Dec 23, 2019 05:10:42.957443000 GMT|3.600800000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|0.622199000|0.000103000|42832|443|0|32||90624|0x00000010|0|1|0|||0.000103000|0.274553000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
27|Dec 23, 2019 05:10:42.962976000 GMT|3.606333000|161|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|145||1|0.627732000|0.005533000|42832|443|93|32||90624|0x00000018|0|1|0||||0.274553000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
30|Dec 23, 2019 05:10:42.981865000 GMT|3.625222000|323|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|307||1|0.646621000|0.018889000|443|42832|255|32||45056|0x00000018|0|1|0|1|||0.274553000|255|||1|||||||1||||||||||||||||||||||||||||||4194304,4194304,8388608||||||||||||||
31|Dec 23, 2019 05:10:42.982049000 GMT|3.625406000|80|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|64||1|0.646805000|0.000184000|42832|443|0|44||90624|0x00000010|0|1|0|||0.000184000|0.274553000||1,1||1|||||||||||||||||||||||||||||||||||||4194304||||||||||||||
34|Dec 23, 2019 05:10:43.274207000 GMT|3.917564000|1426|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|1410||1|0.938963000|0.292158000|443|42832|1358|32||45056|0x00000010|0|1|0|1|||0.274553000|1358|||1|||||||1||||||||||||||||||||||||||||||4194304,4194304,8388608||||||||||||||
35|Dec 23, 2019 05:10:43.274635000 GMT|3.917992000|80|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|64||1|0.939391000|0.000428000|42832|443|0|44||90624|0x00000010|0|1|0||||0.274553000||1,1||1|||||||||||||||||||||||||||||||||||||4194304||||||||||||||
38|Dec 23, 2019 05:10:43.287059000 GMT|3.930416000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||1|0.951815000|0.012424000|443|42832|0|32||45056|0x00000010|0|1|0|||0.324083000|0.274553000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
39|Dec 23, 2019 05:10:43.287319000 GMT|3.930676000|558|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|542||1|0.952075000|0.000260000|42832|443|490|32||90624|0x00000018|0|1|0||||0.274553000|490|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
42|Dec 23, 2019 05:10:43.359935000 GMT|4.003292000|342|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|326||1|1.024691000|0.072616000|443|42832|274|32||45056|0x00000018|0|1|0||||0.274553000|274|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
43|Dec 23, 2019 05:10:43.360177000 GMT|4.003534000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|1.024933000|0.000242000|42832|443|0|32||93184|0x00000010|0|1|0|||0.000242000|0.274553000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
46|Dec 23, 2019 05:10:43.588870000 GMT|4.232227000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||1|1.253626000|0.228693000|443|42832|0|32||49152|0x00000010|0|1|0|||0.301551000|0.274553000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
48|Dec 23, 2019 05:10:43.664789000 GMT|4.308146000|464|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|448||1|1.329545000|0.075919000|443|42832|396|32||49152|0x00000018|0|1|0||||0.274553000|396|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
49|Dec 23, 2019 05:10:43.665045000 GMT|4.308402000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|1.329801000|0.000256000|42832|443|0|32||96256|0x00000010|0|1|0|||0.000256000|0.274553000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
52|Dec 23, 2019 05:10:43.735091000 GMT|4.378448000|117|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|101||1|1.399847000|0.070046000|443|42832|49|32||49152|0x00000018|0|1|0||||0.274553000|49|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
53|Dec 23, 2019 05:10:43.735342000 GMT|4.378699000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||1|1.400098000|0.000251000|42832|443|0|32||96256|0x00000010|0|1|0|||0.000251000|0.274553000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
55|Dec 23, 2019 05:10:49.307221000 GMT|9.950578000|104|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|88||0|9.950550000|9.935538000|42800|443|36|32||188|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
57|Dec 23, 2019 05:10:49.308892000 GMT|9.952249000|246|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|230||0|9.952221000|0.001671000|42800|443|178|32||188|0x00000018|0|1|0|||||214|||||||||||||||||||23,23,23,23|||||||||||||||||||||||||||||||||||
60|Dec 23, 2019 05:10:49.327342000 GMT|9.970699000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|9.970671000|0.018450000|443|42800|0|32||16|0x00000010|0|1|0|||0.020121000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
62|Dec 23, 2019 05:10:49.382493000 GMT|10.025850000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|10.025822000|0.055151000|443|42800|0|32||16|0x00000010|0|1|0|||0.073601000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
63|Dec 23, 2019 05:10:59.305494000 GMT|19.948851000|104|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|88||0|19.948823000|9.923001000|42800|443|36|32||188|0x00000018|0|1|0|||||36|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
65|Dec 23, 2019 05:10:59.306548000 GMT|19.949905000|246|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|230||0|19.949877000|0.001054000|42800|443|178|32||188|0x00000018|0|1|0|||||214|||||||||||||||||||23,23,23,23|||||||||||||||||||||||||||||||||||
68|Dec 23, 2019 05:10:59.337202000 GMT|19.980559000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|19.980531000|0.030654000|443|42800|0|32||16|0x00000010|0|1|0|||0.031708000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
70|Dec 23, 2019 05:10:59.347171000 GMT|19.990528000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||0|19.990500000|0.009969000|443|42800|0|32||16|0x00000010|0|1|0|||0.040623000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
72|Dec 23, 2019 05:11:01.152745000 GMT|21.796102000|68|4|6|172.217.167.2|25.141.92.229|0x00004000|0|62|52||2|0.000000000|0.000000000|443|45813|0|32||45|0x00000011|1|1|0|||||||||||||||||||||||||||||||||||||||||||||2097152||||||||||||||
73|Dec 23, 2019 05:11:01.191002000 GMT|21.834359000|68|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|52||2|0.038257000|0.038257000|45813|443|0|32||550|0x00000010|0|1|0|||0.038257000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
76|Dec 23, 2019 05:11:06.273778000 GMT|26.917135000|99|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|83||3|0.000000000|0.000000000|443|42829|31|32||12|0x00000018|0|1|0|||||31|||||||||||||||||||21|||||||||1||||||||||||||||||||||||||
77|Dec 23, 2019 05:11:06.274000000 GMT|26.917357000|68|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|52||3|0.000222000|0.000222000|42829|443|0|32||188|0x00000010|0|1|0|||0.000222000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
80|Dec 23, 2019 05:11:06.274063000 GMT|26.917420000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||3|0.000285000|0.000063000|443|42829|0|32||12|0x00000011|1|1|0|||||||||||||||||||||||||||||||||||||||||||||2097152||||||||||||||
82|Dec 23, 2019 05:11:06.274137000 GMT|26.917494000|68|4|6|35.198.216.17|25.141.92.229|0x00004000|0|62|52||3|0.000359000|0.000074000|443|42829|0|32||12|0x00000011|1|1|0||||||||1||||1|||||||||||||||||||||||||||||||||2097152,6291456||||||||||||||
83|Dec 23, 2019 05:11:06.274234000 GMT|26.917591000|80|4|6|25.141.92.229|35.198.216.17|0x00004000|0|64|64||3|0.000456000|0.000097000|42829|443|0|44||188|0x00000010|0|1|0|||0.000171000||||||||||||||||||||||||||||||||||||||||||||||||||||||||
85|Dec 23, 2019 05:11:06.766957000 GMT|27.410314000|77|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|61||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|53|38920|||||0x00000100||0||1|cdn.taboola.com|
88|Dec 23, 2019 05:11:06.817200000 GMT|27.460557000|132|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|116||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|38920|53|||||0x00008180|0|1|0.050243000|1|cdn.taboola.com|43200,30
89|Dec 23, 2019 05:11:06.820256000 GMT|27.463613000|76|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|60||4|0.000000000|0.000000000|41673|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
92|Dec 23, 2019 05:11:06.857217000 GMT|27.500574000|76|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|60||4|0.036961000|0.036961000|443|41673|0|40||43440|0x00000012|0|1|1|||0.036961000|||||||||||||||||||4096|||||||||||||||||||||||2097152||||||||||||||
93|Dec 23, 2019 05:11:06.857555000 GMT|27.500912000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.037299000|0.000338000|41673|443|0|32||82432|0x00000010|0|1|0|||0.000338000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
95|Dec 23, 2019 05:11:06.859680000 GMT|27.503037000|245|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|229||4|0.039424000|0.002125000|41673|443|177|32||82432|0x00000018|0|1|0||||0.037299000|177|||||||||||||||||||22|1|||cdn.taboola.com|http/1.1||49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53||||||||||||||||||||||||||||
98|Dec 23, 2019 05:11:06.907157000 GMT|27.550514000|68|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|52||4|0.086901000|0.047477000|443|41673|0|32||45056|0x00000010|0|1|0|||0.047477000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
100|Dec 23, 2019 05:11:06.960169000 GMT|27.603526000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||4|0.139913000|0.053012000|443|41673|1358|32||45056|0x00000010|0|1|0||||0.037299000|1358|||||||||||||||||||22|2||||http/1.1||49199||||||||||||||||||||||||||||
101|Dec 23, 2019 05:11:06.960350000 GMT|27.603707000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.140094000|0.000181000|41673|443|0|32||84992|0x00000010|0|1|0|||0.000181000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
104|Dec 23, 2019 05:11:06.978173000 GMT|27.621530000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||4|0.157917000|0.017823000|443|41673|1358|32||45056|0x00000010|0|1|0||||0.037299000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
105|Dec 23, 2019 05:11:06.978352000 GMT|27.621709000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.158096000|0.000179000|41673|443|0|32||88064|0x00000010|0|1|0|||0.000179000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
108|Dec 23, 2019 05:11:07.010200000 GMT|27.653557000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||4|0.189944000|0.031848000|443|41673|1358|32||45056|0x00000010|0|1|0||||0.037299000|1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
109|Dec 23, 2019 05:11:07.010462000 GMT|27.653819000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.190206000|0.000262000|41673|443|0|32||90624|0x00000010|0|1|0|||0.000262000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
112|Dec 23, 2019 05:11:07.054246000 GMT|27.697603000|1426|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1410||4|0.233990000|0.043784000|443|41673|1358|32||45056|0x00000010|0|1|0||||0.037299000|1358|||||||||||||||||||22|11|||||||||||f2.shared.global.fastly.net,*.ak.yelpcdn.com,*.altmetric.com,*.cpcdn.com,*.dmp.jimdo-server.com,*.edmunds.com,*.env.go.jp,*.escapia.com,*.fastly.newssuite.sinfony.ne.jp,*.fl.yelpcdn.com,*.freshbooks.com,*.fs.turtl.co,*.gadventures.co.uk,*.gadventures.com.au,*.gadventures.de,*.gceos.com,*.giphy.com,*.goodrx.com,*.hypebeast.com,*.ichiba.jp.rakuten-static.com,*.jimcdn.com,*.jimcontent.com,*.jimdo.com,*.jimstatic.com,*.kanopystreaming.com,*.keypr.com,*.meetu.ps,*.meetup.com,*.meetupstatic.com,*.mixer.com,*.operacdn.com,*.outbrain.com,*.photobucket.com,*.playbuzz.com,*.puhutv.com,*.r10s.com,*.r10s.jp,*.rakuten-static.com,*.rl.talis.com,*.rubygems.org,*.seekingalpha.com,*.sk-static.com,*.split.io,*.taboola.com,*.turtl.co,*.turtl.io,*.x.moneyforward.com,*.youversionapi.com,afaq.arabiaweather.com,altmetric.com,api.tapslash.com,app.launchdarkly.com,assets.imeet.com,assets.imeet.de,assets.imeet.net,assets.imeet.powwownow.com,assets.imeet.pwnbeta.net,assets.imeetbeta.net,assets.pgi.imeet.net,cargurus.co.uk,cargurus.de,cdn.filepicker.io,cdn.filestackcontent.com,coop.co.uk,dyn.yelpcdn.com,embed.yelpcdn.com,fastly.sitelabweb.com,freshbooks.com,funeralcare.coop.co.uk,gadventures.co.uk,gadventures.com.au,gadventures.de,gceos.com,giphy.com,goodrx.com,i.malimarcdn.net,image.rakuten.co.jp,jimdo.com,keypr.com,livefta.malimarcdn.net,livehd.malimarcdn.net,livesd.malimarcdn.net,meetu.ps,meetup.com,meetupstatic.com,mixer.com,my.freshbooks.com,operacdn.com,outbrain.com,playbuzz.com,preprod.coop.co.uk,preprod.funeralcare.coop.co.uk,puhutv.com,repo.hex.pm,rl.talis.com,rubygems.org,s.sony.net,seekingalpha.com,sk-static.com,split.io,thumbnail.image.rakuten.co.jp,turtl.dxc.technology,ugc-embed.yelpcdn.com,updates-cdn.bravesoftware.com,updates.bravesoftware.com,vodhls.malimarcdn.net,www.billspringapp.com,www.cargurus.co.uk,www.cargurus.de,www.coop.co.uk,www.freshbooks.com,www.johnnorris.co.uk,youversionapi.com|||||||||||||||||||||||
113|Dec 23, 2019 05:11:07.054482000 GMT|27.697839000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.234226000|0.000236000|41673|443|0|32||93184|0x00000010|0|1|0|||0.000236000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
116|Dec 23, 2019 05:11:07.069270000 GMT|27.712627000|1303|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|1287||4|0.249014000|0.014788000|443|41673|1235|32||45056|0x00000018|0|1|0||||0.037299000|1235|||||||||||||||||||22,22,22|22,12,14||||||||||||||||||||||||||||||||||
117|Dec 23, 2019 05:11:07.069590000 GMT|27.712947000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.249334000|0.000320000|41673|443|0|32||96256|0x00000010|0|1|0|||0.000320000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
119|Dec 23, 2019 05:11:07.105708000 GMT|27.749065000|161|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|145||4|0.285452000|0.036118000|41673|443|93|32||96256|0x00000018|0|1|0||||0.037299000|93|||||||||||||||||||22,20,22|16||||||||||||||||||||||||||||||||||
122|Dec 23, 2019 05:11:07.147217000 GMT|27.790574000|68|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|52||4|0.326961000|0.041509000|443|41673|0|32||45056|0x00000010|0|1|0|||0.041509000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
123|Dec 23, 2019 05:11:07.147484000 GMT|27.790841000|390|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|374||4|0.327228000|0.000267000|41673|443|322|32||96256|0x00000018|0|1|0||||0.037299000|322|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
126|Dec 23, 2019 05:11:07.172153000 GMT|27.815510000|326|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|310||4|0.351897000|0.024669000|443|41673|258|32||45056|0x00000018|0|1|0||||0.037299000|258|||||||||||||||||||22,20,22|4||||||||||||||||||||||||||||||||||
127|Dec 23, 2019 05:11:07.211019000 GMT|27.854376000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.390763000|0.038866000|41673|443|0|32||98816|0x00000010|0|1|0|||0.038866000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
130|Dec 23, 2019 05:11:07.214367000 GMT|27.857724000|834|4|6|151.101.154.2|25.141.92.229|0x00004000|0|62|818||4|0.394111000|0.003348000|443|41673|766|32||49152|0x00000018|0|1|0|||0.066883000|0.037299000|766|||||||||||||||||||23,23|||||||||||||||||||||||||||||||||||
131|Dec 23, 2019 05:11:07.214713000 GMT|27.858070000|68|4|6|25.141.92.229|151.101.154.2|0x00004000|0|64|52||4|0.394457000|0.000346000|41673|443|0|32||101376|0x00000010|0|1|0|||0.000346000|0.037299000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
133|Dec 23, 2019 05:11:08.720238000 GMT|29.363595000|89|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|73||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|53|49411|||||0x00000100||0||1|googleads.g.doubleclick.net|
136|Dec 23, 2019 05:11:08.778684000 GMT|29.422041000|130|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|114||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|49411|53|||||0x00008180|0|1|0.058446000|1|googleads.g.doubleclick.net|186,296
137|Dec 23, 2019 05:11:08.787380000 GMT|29.430737000|89|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|73||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|53|43538|||||0x00000100||0||1|safebrowsing.googleapis.com|
139|Dec 23, 2019 05:11:08.788273000 GMT|29.431630000|76|4|6|25.141.92.229|172.217.27.162|0x00004000|0|64|60||5|0.000000000|0.000000000|43660|443|0|40||65535|0x00000002|0|0|1||||||||||||||||||||||512|||||||||||||||||||||||2097152||||||||||||||
141|Dec 23, 2019 05:11:08.806811000 GMT|29.450168000|1426|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|1410||2|7.654066000|7.615809000|45813|443|1358|32||550|0x00000010|0|1|0|||||1358||||||||||||||||||||||||||||||||||||||||||||||||||||||
143|Dec 23, 2019 05:11:08.806914000 GMT|29.450271000|1426|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|1410||2|7.654169000|0.000103000|45813|443|1358|32||550|0x00000010|0|1|0|||||2716||||||||||||||||||||||||||||||||||||||||||||||||||||||
145|Dec 23, 2019 05:11:08.806982000 GMT|29.450339000|1426|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|1410||2|7.654237000|0.000068000|45813|443|1358|32||550|0x00000010|0|1|0|||||4074||||||||||||||||||||||||||||||||||||||||||||||||||||||
147|Dec 23, 2019 05:11:08.807131000 GMT|29.450488000|408|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|392||2|7.654386000|0.000149000|45813|443|340|32||550|0x00000018|0|1|0|||||4414|||||||||||||||||||23|||||||||||||||||||||||||||||||||||
149|Dec 23, 2019 05:11:08.808268000 GMT|29.451625000|99|4|6|25.141.92.229|172.217.167.2|0x00004000|0|64|83||2|7.655523000|0.001137000|45813|443|31|32||550|0x00000019|1|1|0|||||4445|||||||||||||||||||21|||||||||1||||||||||||2097152||||||||||||||
151|Dec 23, 2019 05:11:08.810010000 GMT|29.453367000|86|4|17|25.141.92.229|49.45.0.1|0x00004000|0|64|70||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3|53|47822|||||0x00000100||0||1|pubads.g.doubleclick.net|
154|Dec 23, 2019 05:11:08.817701000 GMT|29.461058000|105|4|17|49.45.0.1|25.141.92.229|0x00000000|0|60|89||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2|43538|53|||||0x00008180|0|1|0.030321000|1|safebrowsing.googleapis.com|153
